Date,Bitcoin_my_wallet_num_users,Volume,Difficulty,wallet_num_transaction,Bitcoin_Avg_Block_Size,Miners_Revenue,Hash_Rate,Bitcoin_Cost_Transaction,Bitcoin_Cost_percentage_of_Transaction_Volume,Estimated_Transaction_Volume,Total_Output_Volume,num_transaction_per_Block,num_of_unique_addresses,num_of_transaction,Total_transaction_fees,Total_Bitcoins,Median_transaction_confirmation_time,LT_Rate,AAA,Gold,Oil,Bitcoin_my_wallet_num_users_2,Volume_2,Difficulty_2,wallet_num_transaction_2,Bitcoin_Avg_Block_Size_2,Miners_Revenue_2,Hash_Rate_2,Bitcoin_Cost_Transaction_2,Bitcoin_Cost_percentage_of_Transaction_Volume_2,Estimated_Transaction_Volume_2,Total_Output_Volume_2,num_transaction_per_Block_2,num_of_unique_addresses_2,num_of_transaction_2,Total_transaction_fees_2,Total_Bitcoins_2,Median_transaction_confirmation_time_2,LT_Rate_2,AAA_2,Gold_2,Oil_2,Bitcoin_my_wallet_num_users_3,Volume_3,Difficulty_3,wallet_num_transaction_3,Bitcoin_Avg_Block_Size_3,Miners_Revenue_3,Hash_Rate_3,Bitcoin_Cost_Transaction_3,Bitcoin_Cost_percentage_of_Transaction_Volume_3,Estimated_Transaction_Volume_3,Total_Output_Volume_3,num_transaction_per_Block_3,num_of_unique_addresses_3,num_of_transaction_3,Total_transaction_fees_3,Total_Bitcoins_3,Median_transaction_confirmation_time_3,LT_Rate_3,AAA_3,Gold_3,Oil_3,Bitcoin_my_wallet_num_users_4,Volume_4,Difficulty_4,wallet_num_transaction_4,Bitcoin_Avg_Block_Size_4,Miners_Revenue_4,Hash_Rate_4,Bitcoin_Cost_Transaction_4,Bitcoin_Cost_percentage_of_Transaction_Volume_4,Estimated_Transaction_Volume_4,Total_Output_Volume_4,num_transaction_per_Block_4,num_of_unique_addresses_4,num_of_transaction_4,Total_transaction_fees_4,Total_Bitcoins_4,Median_transaction_confirmation_time_4,LT_Rate_4,AAA_4,Gold_4,Oil_4,Class
2014-11-13,2499028.0,14005578.1224,39603666252.4,42661.0,0.341988935863,1452599.28,287431.503449,16.3892913315,1.10845710861007,391609.72388396,1507331.41189,637.0,183931.0,88631.0,13.66636534,13495475.0,7.95,0.79,2.59,1161.75,75.15,6245140944784.0,196156218542649.53,1.5684503806314868e+21,1819960921.0,0.11695643225270713,2110044668256.5186,82616869174.9525,268.60887034878107,1.2286771616281966,153358175840.47137,2272047985270.3013,405769.0,33830612761.0,7855454161.0,186.76954160635333,182127845475625.0,63.2025,0.6241000000000001,6.708099999999999,1349663.0625,5647.522500000001,1.560678208496167e+19,2.747281242993646e+21,6.211638540797915e+31,77641352850781.0,0.039997805808436364,3.0650493658772577e+18,2.374669091720594e+16,4402.309030371285,1.3619359339936186,6.0056552896234776e+16,3.4247292975193134e+18,258474853.0,6222498435743491.0,696236757743591.0,2552.460789976755,2.45790178542016e+21,502.459875,0.49303900000000006,17.373979,1567971062.859375,424411.3158750001,3.900178542021759e+25,3.847726207295168e+28,2.4600365965030558e+42,3.312257753967168e+18,0.013678807045282073,4.4522885020377613e+24,6.825547072271217e+21,72150.72523004828,1.5096475675067218,2.351873009711694e+22,5.162202047370835e+24,164648481361.0,1.144510359784736e+21,6.1708160075572216e+19,34882.86167184735,3.317055209759314e+28,3994.5560062500003,0.3895008100000001,44.99860560999999,1821590382276.879,31894510.38800626,2
2014-11-14,2504332.0,5008203.5411,39603666252.4,42661.0,0.324487220779221,1748676.7309056,295306.339159,19.5503016480027,2.28148035345,164849.0,818788.582349,560.435064935065,156976.0,86307.0,13.15059241,13504000.0,7.58333333333,0.77,2.56,1169.0,73.47,6271678766224.0,25082102709086.58,1.5684503806314868e+21,1819960921.0,0.10529195644902291,3057870309210.696,87205833947.49036,382.21429452789715,5.2051526031783375,27175192801.0,670414742585.0852,314087.46200877056,24641464576.0,7448898249.0,172.9380807339496,182358016000000.0,57.50694444439389,0.5929,6.5536,1366561.0,5397.8409,1.5706365827975283e+19,1.256162756058813e+20,6.211638540797915e+31,77641352850781.0,0.034165894318550216,5.347226655843855e+18,2.5752435576341024e+16,7472.404752198938,11.875453400860502,4479803358052049.0,5.489279366671117e+17,176025627.1661751,3868118543282176.0,642892061176443.0,2274.238211899845,2.462562648064e+21,436.0943287031286,0.456533,16.777216000000003,1597509809.0,396579.370923,3.9333954546705e+25,6.291118763091683e+26,2.4600365965030558e+42,3.312257753967168e+18,0.011086396092862936,9.350570827952316e+24,7.60485747447726e+21,146087.7669414581,27.09361362237422,7.384911037715222e+20,4.4945592707542607e+23,98650933791.1109,6.072017764502628e+20,5.548608512395527e+19,29907.579767942072,3.325444599945626e+28,3307.0486593306046,0.35153041,42.94967296,1867488966721.0,29136686.38171281,1
2014-11-17,2519771.0,6157877.81472,39603666252.4,39694.0,0.367715118055555,1585496.74478053,295306.339159,16.728354854773,1.63061777267,230771.0,1003526.48398,613.569444444444,176768.0,88354.0,15.10046843,13515175.0,7.5,0.8,2.58,1182.5,73.9,6349245892441.0,37919459181020.766,1.5684503806314868e+21,1575613636.0,0.13521440804661075,2513799927709.657,87205833947.49036,279.83785614720733,2.6589143205472716,53255254441.0,1007065404049.2612,376467.46315586363,31246925824.0,7806429316.0,228.02414680542665,182659955280625.0,56.25,0.6400000000000001,6.6564000000000005,1398306.25,5461.210000000001,1.599864567164195e+19,2.335033964369884e+20,6.211638540797915e+31,62542407667384.0,0.04972038201767146,3.985621602413193e+18,2.5752435576341024e+16,4681.226959429404,4.335672947091158,1.2289768322604012e+16,1.0106168040634532e+18,230988932.21995243,5523456584056832.0,689729255785864.0,3443.2714301130304,2.468681261109821e+21,421.875,0.5120000000000001,17.173512000000002,1653497140.625,403583.4190000001,4.031292340267891e+25,1.4378853845811e+27,2.4600365965030558e+42,2.4825583299491405e+18,0.018282936143395358,6.319190076553077e+24,7.60485747447726e+21,78309.22573306512,7.0698253640113595,2.8361221255756503e+21,1.0141807280329018e+24,141727750815.01157,9.763703734505581e+20,6.094033866570423e+19,51995.011526342765,3.3364659263119925e+28,3164.0625,0.4096000000000001,44.30766096000001,1955260368789.0625,29824814.66410001,1
2014-11-18,2524914.0,9453830.2361,39603666252.4184,39694.0,0.340057289513,1288459.26,295306.339159437,14.755434088,2.40096534056,143192.0,983866.145961329,540.0,175445.0,87321.0,13.42190503,13518600.0,8.0,0.81,2.57,1192.75,74.36,6375190707396.0,89374906132998.58,1.5684503806329443e+21,1575613636.0,0.11563896015092831,1660127264679.7476,87205833947.74843,217.72283512531237,5.764634566570397,20503948864.0,967992593168.7991,291600.0,30780948025.0,7624957041.0,180.14753463433928,182752545960000.0,64.0,0.6561000000000001,6.604899999999999,1422652.5625,5529.4096,1.6096808269774064e+19,8.449351899487412e+20,6.211638540806574e+31,62542407667384.0,0.0393238713510265,2.1390063469550917e+18,2.575243557645534e+16,3212.5949431440376,13.840687795329641,2936001445733888.0,9.523751419600991e+17,157464000.0,5400363426246125.0,665818873777161.0,2417.9231012507375,2.470558567814856e+21,512.0,0.531441,16.974592999999995,1696868843.921875,411166.897856,4.064305655566831e+25,7.987873846282306e+27,2.460036596507628e+42,2.4825583299491405e+18,0.013372369104787986,2.756022534933061e+24,7.604857474522272e+21,47403.23293500396,33.23101168609826,4.204119190175269e+20,9.370096604296563e+23,85030560000.0,9.474667613177515e+20,5.813996987709547e+19,32453.134234830475,3.339849305486191e+28,4096.0,0.4304672100000001,43.62470400999999,2023940313587.8164,30574370.52457216,2
2014-11-19,2529796.0,5695435.05769,40300030327.9,41232.0,0.334815463881,1243162.9,274455.576194,14.5404271495,2.47986693335809,150753.97176241,1049769.08983,646.0,172491.0,85497.0,12.9020255,13518725.0,7.51666666667,0.85,2.61,1196.0,74.05,6399867801616.0,32437980496364.297,1.62409244442966e+21,1700077824.0,0.11210139485384919,1545453995936.4097,75325863303.98055,211.42402168991669,6.1497400071628565,22726760002.141506,1102015141962.5066,417316.0,29753145081.0,7309737009.0,166.46226200265028,182755925625625.0,56.50027777782789,0.7224999999999999,6.812099999999999,1430416.0,5483.402499999999,1.619035996505695e+19,1.847484113196577e+20,6.545097476582854e+31,70097608839168.0,0.03753328051969866,1.9212510714048952e+18,2.0673603215404464e+16,3074.195585036541,15.25053689251251,3426149335613909.5,1.1568614325568586e+18,269586136.0,5132149748166771.0,624960585058473.0,2147.700349145875,2.470627100653277e+21,424.69375463019463,0.6141249999999999,17.779580999999997,1710777536.0,406045.955125,4.095830787816121e+25,1.0522225786825105e+27,2.637676268053508e+42,2.890264607656575e+18,0.012566722728178608,2.3884280535558165e+24,5.673985682489964e+21,44700.11694753836,37.81930215569941,5.1650562019493904e+20,1.2144373731146435e+24,174152643856.0,8.852496422110345e+20,5.3432255140744266e+19,27709.684671038984,3.3399728351278976e+28,3192.2813889717117,0.5220062499999999,46.40470640999999,2046089933056.0,30067702.977006245,2
2014-11-20,2534878.0,5580672.78977,40300030327.9,41232.0,0.360704369565217,1445702.43810439,248412.346337,15.3224355403636,1.9325603178,161082.0,1154314.51645,647.739130434783,174282.0,89388.0,13.27805051,13525125.0,8.03333333333,0.83,2.59,1190.0,74.03,6425606474884.0,31143908786479.27,1.62409244442966e+21,1700077824.0,0.13010764222344065,2090055539540.9773,61708693812.65363,234.77703088859755,3.734789381935237,25947410724.0,1332442002887.1973,419565.9810964088,30374215524.0,7990214544.0,176.30662534611125,182929006265625.0,64.5344444443909,0.6889,6.708099999999999,1416100.0,5480.4409000000005,1.6288128489841005e+19,1.738039643317837e+20,6.545097476582854e+31,70097608839168.0,0.04693039506382297,3.021598389287977e+18,1.5329201419392804e+16,3597.3559221484898,7.217705754868827,4179660814243368.0,1.5380571462604047e+18,271769303.7554044,5293679029953768.0,714229297659072.0,2341.008276593311,2.474137675868361e+21,518.4267037030585,0.5717869999999999,17.373979,1685159000.0,405717.039827,4.128841857007119e+25,9.699430545005407e+26,2.637676268053508e+42,2.890264607656575e+18,0.016927998564942835,4.368332158365926e+24,3.807962892063837e+21,55120.25423286549,13.948651727416188,6.732681232799502e+20,1.775401691058046e+24,176035612493.39206,9.225929686984026e+20,6.384352845914913e+19,31084.026140934042,3.3463021333329072e+28,4164.6945197461755,0.4745832099999999,44.99860560999999,2005339210000.0,30035232.45839281,2
2014-11-21,2534878.0,5841267.1374,40300030327.8914,36842.0,0.260187643993,1425167.8,248412.346336535,18.3108207421,3.40813595421,116222.0,1319260.31279388,633.0,166491.0,77832.0,11.58254175,13529075.0,8.26666666666667,0.78,2.58,1203.75,75.42,6425606474884.0,34120401770469.195,1.6240924444289668e+21,1357332964.0,0.0676976100866281,2031103258156.84,61708693812.422615,335.28615624931956,11.615390682378907,13507553284.0,1740447772913.006,400689.0,27719253081.0,6057820224.0,134.15527339049308,183035870355625.0,68.33777777777782,0.6084,6.6564000000000005,1449014.0625,5688.1764,1.6288128489841005e+19,1.993063815767265e+20,6.545097476578665e+31,50006861059688.0,0.017614081672396517,2.894662962000216e+18,1.5329201419306722e+16,6139.364704389021,39.58683060681138,1569874857773048.0,2.2961036732946243e+18,253636137.0,4615006164708771.0,471492263674368.0,1553.8590550280503,2.4763060177315273e+21,564.9256296296302,0.47455200000000003,17.173512000000002,1744250677.734375,429002.26408800005,4.128841857007119e+25,1.1642018169782373e+27,2.637676268051257e+42,1.8423527751610253e+18,0.004582966411441131,4.1253804452953317e+24,3.807962892035325e+21,112416.80657244312,134.91730070429475,1.824539957200992e+20,3.0291584502378427e+24,160551674721.0,7.68356991368528e+20,3.669718586630341e+19,17997.63737847794,3.3502129836841165e+28,4670.051871604945,0.3701505600000001,44.30766096000001,2099641753322.754,32355350.75751696,1
2014-11-24,2554674.0,2920028.4256,40300030327.8914,42294.0,0.358403556049,1223868.36,310515.432920669,14.7786985135,1.57780389356,203574.0,798399.788617352,518.0,169442.0,82813.0,12.20971239,13539675.0,7.2,0.77,2.58,1197.5,75.7,6526359246276.0,8526566006312.016,1.6240924444289668e+21,1788782436.0,0.12845310898856868,1497853762609.0898,96419834081.91048,218.40992975292713,2.489465126533096,41442373476.0,637442222464.2324,268324.0,28710591364.0,6857992969.0,149.07707664651952,183322799105625.0,51.84,0.5929,6.6564000000000005,1434006.25,5730.490000000001,1.6672720281120895e+19,2.4897815111185756e+19,6.545097476578665e+31,75654764348184.0,0.04603805104705278,1.8331758279642163e+18,2.9939846522083504e+16,3227.8145041732237,3.927887769525757,8436589738003224.0,5.0893373567121824e+17,138991832.0,4864780021898888.0,567930971741797.0,1820.188229795989,2.4821311199804533e+21,373.24800000000005,0.456533,17.173512000000002,1717222484.375,433798.09300000005,4.2593365011452235e+25,7.270232785999564e+25,2.637676268051257e+42,3.1997426033420943e+18,0.016500201208829102,2.2435658941622077e+24,9.296784404383144e+21,47702.897414678555,6.197436616224444,1.7174703193242683e+21,4.0633258698013996e+23,71997768976.0,8.242980564705914e+20,4.703206756285343e+19,22223.974781472254,3.3607248671921343e+28,2687.3856,0.35153041,44.30766096000001,2056373925039.0625,32838515.640100006,1
2014-11-25,2560435.0,4289865.23807,40300030327.9,44683.0,0.342394928832,1332726.72,286475.528436,14.8049491774,1.71112676384373,214054.22311567,1104521.73435,665.0,175123.0,90019.0,13.02889699,13543250.0,9.05,0.75,2.52,1199.0,74.28,6555827389225.0,18402943760801.38,1.62409244442966e+21,1996570489.0,0.11723428728987036,1776160510201.9583,82068228392.68544,219.1865201453969,2.927954801942316,45819210433.65303,1219968261651.532,442225.0,30668065129.0,8103420361.0,169.75215677603106,183419620562500.0,81.90250000000002,0.5625,6.3504000000000005,1437601.0,5517.5184,1.6785769901330313e+19,7.894614871761902e+19,6.545097476582854e+31,89212759159987.0,0.0401404254532854,2.3671365709549824e+18,2.35105390966009e+16,3245.0452911237626,5.010101824928264,9807795493149000.0,1.3474814602113047e+18,294079625.0,5370683569585867.0,729461797476859.0,2211.6833644652393,2.4840977761830783e+21,741.2176250000002,0.421875,16.003008,1723683599.0,409841.266752,4.297887275731268e+25,3.386683390632183e+26,2.637676268053508e+42,3.9862937175456993e+18,0.013743878116363857,3.154746158000881e+24,6.735194111513981e+21,48042.73061344849,8.572919322217068,2.099400044763379e+21,1.488322559437061e+24,195562950625.0,9.405302187565858e+20,6.566542154706937e+19,28815.794730114227,3.3642757207291475e+28,6708.019506250002,0.31640625,40.327580160000004,2066696635201.0,30443009.29433856,1
2014-11-26,2564992.0,3447448.61422,40300030327.9,44683.0,0.342084722627737,1537906.98690018,262435.623952,16.2195678763545,2.52325549599,130229.0,1029359.48563,621.248175182482,178381.0,85111.0,12.15985418,13542025.0,8.03333333333,0.74,2.5,1197.5,73.7,6579183960064.0,11884901947687.398,1.62409244442966e+21,1996570489.0,0.11702195745529574,2365157900356.3906,68872456719.07555,263.07438209567084,6.366818298043741,16959592441.0,1059580950656.4583,385949.29516756383,31819781161.0,7243882321.0,147.86205367886348,183386441100625.0,64.5344444443909,0.5476,6.25,1434006.25,5431.6900000000005,1.687555422409248e+19,4.09725887496955e+19,6.545097476582854e+31,89212759159987.0,0.040031423857449684,3.637392860080253e+18,1.8074586152177704e+16,4266.952796930752,16.065109262508567,2208630763998989.0,1.0906897023510783e+18,239770295.33581415,5676044383280341.0,616534068222631.0,1797.9810114903123,2.4834237700456915e+21,518.4267037030585,0.405224,15.625,1717222484.375,400315.5530000001,4.328566158036342e+25,1.4125089430614369e+26,2.637676268053508e+42,3.9862937175456993e+18,0.013694138526669048,5.593971893618251e+24,4.743415294520935e+21,69208.130515019,40.536375240304594,2.8762777576482433e+20,1.1227117909940437e+24,148956858440.3393,1.0124984731339304e+21,5.247383108049635e+19,21863.1869181311,3.3630586779553e+28,4164.6945197461755,0.29986576,39.0625,2056373925039.0625,29503256.256100006,2
2014-11-28,2573701.0,3675373.63947,40300030327.9,40973.0,0.288246584254,1428154.92,302502.131426,17.5336998478,0.843544274653723,481574.67641489,1033732.0938,681.0,177683.0,81452.0,11.54299905,13554175.0,8.55,0.71,2.46,1182.75,68.89,6623936837401.0,13508371389710.953,1.62409244442966e+21,1678786729.0,0.08308609333409833,2039626475520.2063,91507539517.27296,307.4306303527418,0.7115669433010756,231914168964.106,1068602041752.1321,463761.0,31571248489.0,6634428304.0,133.24082706830092,183715659930625.0,73.1025,0.5041,6.0516,1398897.5625,4745.8321,1.7048032862355792e+19,4.964831211791436e+19,6.545097476582854e+31,68784928647317.0,0.023949282602562884,2.912902585976442e+18,2.768122574552399e+16,5390.396396624928,0.6002382210544727,1.1168399087491746e+17,1.1046482260593865e+18,315821241.0,5609674145270987.0,540387454217408.0,1537.9987402706117,2.490114204940179e+21,625.0263750000001,0.3579109999999999,14.886935999999999,1654546092.046875,326940.373369,4.387653922587796e+25,1.824760976023614e+26,2.637676268053508e+42,2.8183248814665196e+18,0.0069032989055224986,4.1600761596429783e+24,8.373629788505273e+21,94513.59247908415,0.5063275147988361,5.37841817663119e+22,1.1419103236368254e+24,215074265121.0,9.967437311541848e+20,4.401563892091632e+19,17753.11799784487,3.3751443703745054e+28,5343.975506250002,0.25411680999999997,36.62186256,1956914390368.4414,22522922.32139041,2
2014-12-01,2588840.0,2688428.19111,40300030327.9,46847.0,0.377705889688,1361198.52,284472.203063,13.5058293811,2.07566118033521,183801.03019048,1337249.83796,634.0,181684.0,100786.0,14.21393491,13565200.0,8.3,0.75,2.47,1194.0,66.44,6702092545600.0,7227646138754.986,1.62409244442966e+21,2194641409.0,0.14266173910500363,1852861410850.1904,80924434315.51671,182.407427271384,4.308369335550558,33782818699.08174,1788237129124.0461,401956.0,33009075856.0,10157817796.0,202.03594562571672,184014651040000.0,68.89000000000001,0.5625,6.100900000000001,1425636.0,4414.2735999999995,1.7350645265751103e+19,1.9431007634796245e+19,6.545097476582854e+31,102812366087423.0,0.05388417909309274,2.5221122102143913e+18,2.302075211136207e+16,2463.5635905727195,8.942714980348896,6209316879629435.0,2.391319811155186e+18,254840104.0,5997220937821504.0,1023765824387656.0,2871.7257806042367,2.496195544287808e+21,571.7870000000001,0.421875,15.069223000000003,1702209384.0,293284.337984,4.491804448978709e+25,5.223886870705987e+25,2.637676268053508e+42,4.816450914097505e+18,0.02035237180446412,3.4330954078177585e+24,6.548764069286377e+21,33272.46952376525,18.562046331512352,1.1412788392550269e+21,3.19779202997781e+24,161568625936.0,1.0895990888671622e+21,1.031812623767343e+20,40818.52332487757,3.3861391797372975e+28,4745.832100000001,0.31640625,37.220980810000015,2032438004496.0,19485811.415656958,2
2014-12-02,2593733.0,3147124.92429,40300030327.9,46847.0,0.39136876,1591199.52639651,242402.370215,14.2954641750504,1.45531319291,208752.0,1219368.15128,662.793333333333,199881.0,99419.0,14.1965774,13565550.0,9.56666666667,0.82,2.52,1195.0,68.13,6727450875289.0,9904395289087.338,1.62409244442966e+21,2194641409.0,0.15316950630393758,2531915932804.4775,58758909085.84992,204.3602959801494,2.117936489457899,43577397504.0,1486858688356.0051,439295.00271111063,39952414161.0,9884137561.0,201.54280987419077,184024146802500.0,91.5211111111749,0.6723999999999999,6.3504000000000005,1428025.0,4641.696899999999,1.7449211341115963e+19,3.117036927430722e+19,6.545097476582854e+31,102812366087423.0,0.05994575975198423,4.0287834331542625e+18,1.424329883365772e+16,2921.425289986922,3.0822609148535713,9096868883755008.0,1.8130281300352678e+18,291161799.16357255,7985728494914841.0,982671072177059.0,2861.218099792434,2.496388764656654e+21,875.5519629638784,0.5513679999999999,16.003008,1706489875.0,316238.80979699997,4.525859527942673e+25,9.809704604249545e+25,2.637676268053508e+42,4.816450914097505e+18,0.023460897661391977,6.410598290789168e+24,3.4526093969591763e+21,41763.13057309427,4.485654973377249,1.8989895732216254e+21,2.2107487591397402e+24,192980099406.95468,1.5961953972920734e+21,9.769617532477102e+19,40619.50421198421,3.3864886606388073e+28,8376.113779024023,0.4521217599999999,40.327580160000004,2039255400625.0,21545350.111469604,1
2014-12-03,2599020.0,2491715.5902,40300030327.8914,48645.0,0.355756920737,1380382.38,242402.37021549,13.6903309564,1.93815757839,191625.0,1221569.88021918,644.0,186491.0,100829.0,14.05123147,13571925.0,9.15,0.81,2.54,1204.75,67.31,6754904960400.0,6208646582445.734,1.6240924444289668e+21,2366336025.0,0.12656298665227209,1905455515014.464,58758909086.08747,187.42516169576416,3.756454798670589,36720140625.0,1492232972258.7017,414736.0,34778893081.0,10166487241.0,197.43710582351835,184197148205625.0,83.72250000000001,0.6561000000000001,6.4516,1451422.5625,4530.636100000001,1.7556133090178808e+19,1.5470181483521987e+19,6.545097476578665e+31,115110415936125.0,0.045025658410690346,2.6302572187997916e+18,1.4243298833744094e+16,2565.9124931717956,7.280601335922884,7036496947265625.0,1.822866853181173e+18,267089984.0,6485950549568771.0,1025076742022789.0,2774.2344746931412,2.499909880660627e+21,766.0608750000001,0.531441,16.387064000000002,1748601332.171875,304957.115891,4.562874102403652e+25,3.8547292385715093e+25,2.637676268051257e+42,5.599546183212801e+18,0.016018189590343204,3.6307607196990366e+24,3.4526093969870925e+21,35128.191236683335,14.110952654455296,1.3483687275197754e+21,2.2267592434960387e+24,172005949696.0,1.2095714039396298e+21,1.033574628214158e+20,38981.41075596718,3.3928589407084982e+28,7009.4570062500015,0.4304672100000001,41.623142560000005,2106627454934.0664,20526663.470623214,2
2014-12-04,2604407.0,2895748.42745,40007470271.3,48645.0,0.331026102702,1407286.74,298317.320158,15.1484040904,1.28235907785996,344445.76770582,1282269.54823,553.0,187186.0,92900.0,13.71698344,13575675.0,8.4,0.77,2.51,1209.0,66.27,6782935821649.0,8385358955079.147,1.6005976775089536e+21,2366336025.0,0.10957828067007505,1980455968579.8276,88993223506.25067,229.47414648604743,1.6444448045698472,118642886890.45169,1644215194317.9685,305809.0,35038598596.0,8630410000.0,188.15563469323422,184298951705625.0,70.56,0.5929,6.300099999999999,1461681.0,4391.7128999999995,1.7665525534453408e+19,2.4281890007774216e+19,6.403586399925129e+31,115110415936125.0,0.03627327119100084,2.787069423736248e+18,2.654821994860663e+16,3476.16709927029,2.1087687231797916,4.08660402578164e+16,2.1083270744110031e+18,169112377.0,6558735116790856.0,801765089000000.0,2580.9277252297834,2.501982671196261e+21,592.7040000000001,0.456533,15.813250999999996,1767172329.0,291038.81388299994,4.60082183606092e+25,7.031424480552604e+25,2.561912925247056e+42,5.599546183212801e+18,0.012007399594609744,3.922205843483463e+24,7.919793830033486e+21,52658.38390549996,2.7041987152767626,1.4076134609700516e+22,2.703443605226075e+24,93519144481.0,1.227703391571613e+21,7.44839767681e+19,35402.54286681381,3.3966103599792298e+28,4978.713600000001,0.35153041,39.691260009999986,2136511345761.0,19287142.196026407,1
2014-12-05,2608811.0,1743444.3763,40007470271.3,41897.0,0.324024288461539,1608673.90086041,288373.409486,17.1243003678948,1.83262724627,198404.0,680509.661279,582.692307692308,173360.0,90900.0,12.38234866,13579300.0,7.08333333333,0.82,2.57,1194.0,65.32,6805894833721.0,3039598293252.0957,1.6005976775089536e+21,1755358609.0,0.10499173951300665,2587831719309.448,83159223298.58025,293.241663089882,3.358522623771163,39364147216.0,463093399094.0593,339530.3254437873,30053689600.0,8262810000.0,153.3225583378038,184397388490000.0,50.173611111063884,0.6723999999999999,6.604899999999999,1425636.0,4266.702399999999,1.7755293307054516e+19,5.299370550581445e+18,6.403586399925129e+31,73544259641273.0,0.03401987369004123,4.1629773466718316e+18,2.3980908752819196e+16,5021.55831913215,6.154920067537241,7810004264243264.0,3.151395321580391e+17,197841708.86436078,5210107629056000.0,751089429000000.0,1898.4933747818766,2.503987457522257e+21,355.39641203653525,0.5513679999999999,16.974592999999995,1702209384.0,278701.0007679999,4.6320204487670195e+25,9.239157784341052e+24,2.561912925247056e+42,3.081283846190415e+18,0.011023265365967042,6.696873007464094e+24,6.915456419623131e+21,85990.67297171986,11.279674214382737,1.5495360860429206e+21,2.144554962844897e+23,115280841895.96411,9.032242585731481e+20,6.82740290961e+19,23507.806895249247,3.4002396881931985e+28,2517.391251924273,0.4521217599999999,43.62470400999999,2032438004496.0,18204749.370165754,1
2014-12-08,2618587.0,7768458.04875,40007470271.3,39864.0,0.352165171779141,1821805.70265682,276440.716679,17.5306790990927,1.08073774173,322835.0,1356402.29981,556.723926380368,191539.0,90746.0,15.78243929,13589575.0,8.25,0.78,2.55,1193.0,63.78,6856997876569.0,60348940455188.66,1.6005976775089536e+21,1589138496.0,0.12402030821423186,3318976018232.9097,76419469837.99915,307.3247096753657,1.16799406639966,104222437225.0,1839827198929.8572,309941.53020437335,36687188521.0,8234836516.0,249.08538994253567,184676548680625.0,68.0625,0.6084,6.5024999999999995,1423249.0,4067.8884000000003,1.7955645498611188e+19,4.6881821221264484e+20,6.403586399925129e+31,63349417004544.0,0.04367563314636697,6.04652943699794e+18,2.1125453010245708e+16,5387.610864540666,1.2622952696748082,3.3646650521532876e+16,2.4955458438814484e+18,172551865.64371815,7027027402123819.0,747278474480936.0,3931.175044794046,2.5096758090365047e+21,561.515625,0.47455200000000003,16.581374999999998,1697936057.0,259449.922152,4.701841987927177e+25,3.6419946140639065e+27,2.561912925247056e+42,2.525361159469142e+18,0.01538103684955307,1.1015601809605177e+25,5.839935370320863e+21,94448.47717704781,1.3642101391448134,1.0862316421119065e+22,3.384964121922084e+24,96063752145.4285,1.345949801575394e+21,6.781253244524702e+19,62043.531482825056,3.4105427632587256e+28,4632.50390625,0.3701505600000001,42.28250624999999,2025637716001.0,16547716.034854561,1
2014-12-09,2628460.0,3770700.1911,40007470271.2713,41903.0,0.298582292185,1443188.64,276440.716679416,15.9125490931,2.34901471297,175052.0,1153236.96245818,625.0,190602.0,90695.0,12.66263071,13589175.0,8.66666666666667,0.74,2.52,1227.0,62.33,6908801971600.0,14218179931161.576,1.600597677506657e+21,1755861409.0,0.0891513852064487,2082793450625.0493,76419469838.22916,253.20921864031766,5.517870121749531,30643202704.0,1329955491579.7698,390625.0,36329122404.0,8225583025.0,160.3422164978351,184665677180625.0,75.11111111111116,0.5476,6.3504000000000005,1505529.0,3885.0289,1.8159509630271736e+19,5.361249378352514e+19,6.403586399911347e+31,73575860621327.0,0.026619024946409352,3.005863847408472e+18,2.1125453010341084e+16,4029.2041224395466,12.961558100247212,5364153919740608.0,1.5337538313140293e+18,244140625.0,6924403388447208.0,746019252452375.0,2030.3542747349554,2.50945420370102e+21,650.9629629629636,0.405224,16.003008,1847284083.0,242153.85133699997,4.773154468278405e+25,2.021566405548858e+26,2.5619129252397042e+42,3.0830492876154655e+18,0.0079479694842286,4.3380285579665995e+24,5.839935370356016e+21,64114.90840444019,30.446890680496182,9.39005871958433e+20,1.768781609583187e+24,152587890625.0,1.3198051346448148e+21,6.766021610116815e+19,25709.626391438625,3.4101412328578807e+28,5641.679012345687,0.29986576,40.327580160000004,2266617569841.0,15093449.553835208,2
