Date,Bitcoin_my_wallet_num_users,Volume,Difficulty,wallet_num_transaction,Bitcoin_Avg_Block_Size,Miners_Revenue,Hash_Rate,Bitcoin_Cost_Transaction,Bitcoin_Cost_percentage_of_Transaction_Volume,Estimated_Transaction_Volume,Total_Output_Volume,num_transaction_per_Block,num_of_unique_addresses,num_of_transaction,Total_transaction_fees,Total_Bitcoins,Median_transaction_confirmation_time,Bitcoin_my_wallet_num_users_2,Volume_2,Difficulty_2,wallet_num_transaction_2,Bitcoin_Avg_Block_Size_2,Miners_Revenue_2,Hash_Rate_2,Bitcoin_Cost_Transaction_2,Bitcoin_Cost_percentage_of_Transaction_Volume_2,Estimated_Transaction_Volume_2,Total_Output_Volume_2,num_transaction_per_Block_2,num_of_unique_addresses_2,num_of_transaction_2,Total_transaction_fees_2,Total_Bitcoins_2,Median_transaction_confirmation_time_2,Bitcoin_my_wallet_num_users_3,Volume_3,Difficulty_3,wallet_num_transaction_3,Bitcoin_Avg_Block_Size_3,Miners_Revenue_3,Hash_Rate_3,Bitcoin_Cost_Transaction_3,Bitcoin_Cost_percentage_of_Transaction_Volume_3,Estimated_Transaction_Volume_3,Total_Output_Volume_3,num_transaction_per_Block_3,num_of_unique_addresses_3,num_of_transaction_3,Total_transaction_fees_3,Total_Bitcoins_3,Median_transaction_confirmation_time_3,Bitcoin_my_wallet_num_users_4,Volume_4,Difficulty_4,wallet_num_transaction_4,Bitcoin_Avg_Block_Size_4,Miners_Revenue_4,Bitcoin_Cost_Transaction_4,Bitcoin_Cost_percentage_of_Transaction_Volume_4,Estimated_Transaction_Volume_4,num_transaction_per_Block_4,num_of_unique_addresses_4,num_of_transaction_4,Total_transaction_fees_4,Total_Bitcoins_4,Median_transaction_confirmation_time_4,Hash_Rate_4,Total_Output_Volume_4,Bitcoin_my_wallet_num_users_5,Volume_5,Difficulty_5,wallet_num_transaction_5,Bitcoin_Avg_Block_Size_5,Miners_Revenue_5,Hash_Rate_5,Bitcoin_Cost_Transaction_5,Bitcoin_Cost_percentage_of_Transaction_Volume_5,Estimated_Transaction_Volume_5,Total_Output_Volume_5,num_transaction_per_Block_5,num_of_unique_addresses_5,num_of_transaction_5,Total_transaction_fees_5,Total_Bitcoins_5,Median_transaction_confirmation_time_5,Class
2015-05-02,3342704.0,1547771.5446,47610564513.4713,47898.0,0.334149326103,832645.62,347909.897879979,9.6777621256,2.38939848894,144890.0,841138.96688416,732.0,212123.0,86037.0,12.37823502,14120400.0,8.0,11173670031616.0,2395596754273.4697,2.2667658532914125e+21,2294218404.0,0.11165577213508905,693298728505.1844,121041297042.8574,93.65907975969782,5.709225138948755,20993112100.0,707514761610.9519,535824.0,44996167129.0,7402365369.0,153.2207022103544,199385696160000.0,64.0,3.735027150936293e+19,3.7078364886005944e+18,1.079220018950646e+32,109888473114792.0,0.037309701014450136,5.77272149641411e+17,4.211146529344072e+16,906.4102948169531,13.641613920022415,3041692012169000.0,5.951182356367288e+17,392223168.0,9544721959904868.0,636877309252653.0,1896.6018618892003,2.815405784057664e+21,512.0,1.248509019754335e+26,5.738883809085581e+24,5.1382274336479454e+42,5.263438085252307e+18,0.012467011451082928,4.806631269469054e+23,8772.023221433437,32.59525168720443,4.407107556431664e+20,287107358976.0,2.0246550563009e+21,5.479501305617051e+19,23476.5835858341,3.975465583320784e+28,4096.0,1.4650995589817242e+22,5.0057713789740216e+23,4.173396094368895e+32,8.882481057468321e+30,2.4463390871458356e+53,2.52108157407415e+23,0.004165843474897745,4.0022204734784474e+29,5.097226379493339e+27,84893.55409727221,32.59525168720443,6.385458138513838e+25,4.210549366168505e+29,210162586770432.0,4.2947590450771584e+26,4.7143985383137416e+24,290598.66909212887,5.6135164222722794e+35,32768.0,2
2017-07-10,15212409.0,163706108.822,708659466230.0,60132.0,0.746657908629442,6632606.65260221,6939847.66895,26.2101387153078,0.918946203272,290340.446123,3269080.45652,1277.77664974619,567052.0,251722.0,205.57250621,16440075.0,14.325,231417387583281.0,2.6799690065640504e+16,5.021982390773885e+23,3615857424.0,0.5574980325188922,43991471008143.086,48161485668230.75,686.9713714756767,0.844462124508024,84297574654.90266,10686887031201.012,1632713.1666365976,321547970704.0,63363965284.0,42260.05530946049,270276066005625.0,205.20562499999997,3.5204159496283923e+21,4.3872729782816166e+24,3.558875360462281e+35,217428738619968.0,0.4162603150255847,2.9177812326636706e+20,3.3423337404784e+20,18005.61493982273,0.7760152631236557,2.4474995432391336e+16,3.493629353473627e+19,2086242760.0614047,1.823344198836446e+17,1.5950104069219048e+16,8687505.482539011,4.4433587958374256e+21,2939.5705781249994,5.35540072758705e+28,7.182233876143904e+32,2.5220307133242986e+47,1.3074424910695916e+19,0.3108040562624358,1.935249521460294e+27,471929.6652271723,0.7131162797286055,7.106081092698888e+21,2665752284508.5063,1.0339309746386044e+23,4.0149920965119574e+21,1785912274.7586596,7.304915185547696e+28,42109.348531640615,2.3195287017711957e+27,1.1420955441765238e+26,8.14685462269518e+35,1.1757755605130688e+41,1.7872609391200637e+59,7.861913187299668e+23,0.23206430664245775,1.2835748850482788e+34,1.609717585404945e+34,12369341.989472957,0.7131162797286055,2.0631827546404105e+27,3.733602222946048e+32,3406236023152531.5,5.862926270307699e+28,1.0106618405181829e+27,367134462193.3398,1.2009335351904304e+36,603216.4177157518,3
2017-03-29,12853530.0,61677763.7339,475705205060.99994,82309.0,0.973170391304,1943117.0,3263345.89308,7.09224807045,0.763627187617174,261122.67661725,1812147.84263,2057.47101449,534780.0,283931.0,212.93579722,16243212.5,10.7,165213233460900.0,3804146539214790.5,2.26295442122128e+23,6774771481.0,0.9470606105107804,3775703675689.0,10649426417882.102,50.29998269280175,0.5831264816681146,68185052243.75691,3283879803548.5635,4233186.97546651,285989648400.0,80616812761.0,45341.653737716966,263841952320156.25,114.48999999999998,2.123573252686682e+21,2.346312514548232e+23,1.0764991969907654e+35,557624665829629.0,0.9216513449193813,7.336633999193782e+18,3.4752761964453212e+19,356.7399551966916,0.4452912352213199,1.7804663347176832e+16,5.950875701456758e+18,8709659500.938936,1.52941544171352e+17,2.2889612264043492e+16,9654861.185913956,4.285640897951166e+21,1225.0429999999997,2.729541251060585e+28,1.4471530891819868e+31,5.120962712524939e+46,4.589752861977094e+19,0.8969237999810521,1.4255938246611426e+25,2530.088258896156,0.340036493622634,4.64920134948386e+21,17919871969259.297,8.179007899195562e+22,6.499070499742133e+21,2055865563.671023,6.96125758041116e+28,13107.960099999997,1.134102830298852e+26,1.0783866564154153e+25,3.5084240356744755e+35,8.92571663213501e+38,2.4360686172714103e+58,3.7777796831647257e+24,0.8728596853974311,2.7700955957940854e+31,3.700969813586163e+32,17944.01357222446,0.340036493622634,1.2140119005097563e+27,1.9541960529441739e+31,3.686961716012284e+16,4.373969844331803e+28,1.8452875860622833e+27,437767372777.43396,1.1307318614585431e+36,140255.17306999996,3
2013-02-27,127323.0,3268705.11969,3651011.63069,13189.0,0.158891622086,145256.04336,31.0352641116,2.38151990163,1.8535148525753,287699.19385652,1331847.07523,373.0,43778.0,60993.0,61.69368024,10840550.0,6.23333333333,16211146329.0,10684433159487.617,13329885927433.652,173949721.0,0.02524654756912024,21099318132.602203,963.1876184767669,5.671637041859764,3.435517308717236,82770826145.69147,1773816631798.7056,139129.0,1916513284.0,3720146049.0,3806.110181555366,117517524302500.0,38.85444444440289,2064051784047267.0,3.4924261369402778e+19,4.866756855683122e+19,2294222870269.0,0.0040114648953288755,3064803469535700.0,29892.78212844948,13.50711649001093,6.367782357986919,2.3813099956953604e+16,2.362452493055436e+18,51895117.0,83901118546952.0,226902867966657.0,234812.9444990851,1.2739545980774664e+21,242.19270370331515,2.6280126530025017e+20,1.1415711193955856e+26,1.7768585883839373e+26,3.025850543597784e+16,0.0006373881641598512,4.451812256607561e+20,32.167466734595784,11.80277917849572,6.851009660840283e+21,19356878641.0,3.6730231677484646e+18,1.383948662589031e+19,14486474.714139424,1.3810368518188677e+28,1509.6678530831905,927730.3883869459,3.1464254432457043e+24,3.3460645501823753e+25,3.7314593624585946e+32,6.487331372281171e+32,3.990794281951117e+20,0.0001012756393017764,6.466526341763674e+25,28792357.627946112,76.60746221346083,11.80277917849572,1.9710299565269799e+27,4.190557524016048e+30,7220115733093.0,1.607976082376923e+23,8.441118077729277e+23,893723938.818963,1.4971199043985028e+35,9410.26295088019,2
2016-06-04,7504310.0,4962277.41,199312067531.0,70633.0,0.840556008403,1733523.11579,1179034.93747119,8.81459901758,1.29108865536,234022.94647,1493595.27664069,1652.64705882,368869.0,196665.0,46.44371282,15617375.0,10.6166666666667,56314668576100.0,24624197093796.31,3.9725300263481904e+22,4989020689.0,0.7065344032623843,3005102392978.2695,1390123383777.6929,77.69715584072232,1.666909915999293,54766739474.50048,2230826850403.379,2731242.3010263965,136064339161.0,38677122225.0,2157.0184605066324,243902401890625.0,112.7136111111118,4.22602730542313e+20,1.2219209697793307e+20,7.917731728804357e+33,352389498326137.0,0.5938817378056253,5.209414463543675e+18,1.639004036869571e+18,684.8692735423912,2.152128482053778,1.2816673740377462e+16,3.331952446765714e+18,4513779555.716043,5.018991672197891e+16,7606436242379625.0,100179.94592720855,3.8091152737265994e+21,1196.642837962974,3.171341896835985e+27,6.0635108251412664e+26,1.5780994810237955e+45,2.4890327435270033e+19,0.49919086299333343,9.030640392283722e+24,6036.84802573749,2.77858866805677,2.9993957526678096e+21,7459684506915.965,1.8513504391319639e+22,1.495919783607589e+21,4652728.638966403,5.9488381648015955e+28,12704.358129706945,1.932443022125543e+24,4.97658843648066e+24,2.379873270984525e+34,3.008882279288897e+33,3.1453427033245077e+56,1.7580784977354282e+24,0.4195978792289252,1.5654823870410705e+31,2.278417837758427e+30,53212.39467694545,2.77858866805677,7.019274316689241e+26,7.43300898251219e+30,1.2328225660079792e+16,6.829057851321684e+27,2.9419506424318647e+26,216089992.7375451,9.290523643401831e+35,134877.9354770558,2
2012-11-20,42435.0,238923.452636,3368767.14053,3768.0,0.120156368652,91113.888,25.7891977228,2.20908929567,3.66636011639938,349030.28901447,1068059.97075,218.0,34618.0,41245.0,32.87941782,10434700.0,11.3166666667,1800729225.0,57084416219.506935,11348592047114.672,14197824.0,0.014437552927635327,8301740586.476545,665.0827191856728,4.880075516243777,13.442196503124075,121822142649.52446,1140752101118.491,47524.0,1198405924.0,1701150025.0,1081.0561161821336,108882964090000.0,128.06694444519889,76413944662875.0,1.3638805814875076e+16,3.8230763979599995e+19,53497400832.0,0.0017347639320057122,756403862001278.4,17151.949747096784,10.780522584995378,49.283933135857325,4.251961765732551e+16,1.2183916557536166e+18,10360232.0,41486416277032.0,70163932781125.0,35544.49573081883,1.136161065389923e+21,1449.290921309103,3.242625741769101e+18,3.2586305751219065e+21,1.287905414518344e+26,201578206334976.0,0.0002084429345382714,6.891889676515193e+19,23.81513704424197,180.6926468286011,1.4840634439721086e+22,2258530576.0,1.4361767586782938e+18,2.8939114075575004e+18,1168682.3263347987,1.185549986902423e+28,16401.142259529657,442335.0233594084,1.301315356206252e+24,1.3760082335197178e+23,7.785632678733603e+26,4.338653440540066e+32,7.595466814701896e+17,2.5045746085285243e-05,6.279468640943616e+24,11407465.37713514,52.60976431934902,180.6926468286011,5.179830927653948e+27,1.3898828412861754e+30,492359665568.0,4.971756703192517e+22,1.1935937600470911e+23,38425594.50641143,1.2370858448330714e+35,185606.259904224,2
2013-06-19,319312.0,4122616.9296,19339258.2724,8114.0,0.160322301470588,369143.306783338,140.358522501,7.84893595252786,2.49643202948,148692.0,664640.982155,345.816176470588,54530.0,47031.0,37.4085742,11311650.0,12.1,101960153344.0,16995970348224.531,374006910526591.8,65836996.0,0.02570324034882611,136266780942.9376,19700.514838663727,61.605795586884426,6.232172877813633,22109310864.0,441747635159.963,119588.82790873687,2973520900.0,2211914961.0,1399.4014236769053,127953425722500.0,146.41,3.255710048457933e+16,7.0067875092570055e+19,7.233016238336157e+21,534201385544.0,0.004120802647975481,5.030197012199674e+16,2765135.155263867,483.53994386597935,15.558195985430501,3287477650989888.0,2.936035820973664e+17,41355751.21599853,162146094677000.0,104028572530791.0,52349.61199320314,1.4473643680739172e+21,1771.561,1.0395872869931995e+22,2.888630080777275e+26,1.3988116912164605e+29,4334510042304016.0,0.0006606565644295225,1.8568635588550544e+22,3795.274049892989,38.83997877895585,4.888216268809884e+20,14301487760.585482,8.84182654273681e+18,4.892567794695632e+18,1958324.3445889496,1.6372079154123324e+28,21435.888099999996,388110284.90840966,1.9514097316941977e+23,3.319526957843725e+27,1.1908715274364208e+33,2.7051980570887766e+36,3.5170214483254784e+19,0.00010591798089099286,6.854487543612322e+27,54474586157.18654,29788.862939901093,38.83997877895585,7.268386534418793e+25,1.2969868806600565e+29,4945685815206.583,4.821448013754383e+23,2.3010235595233023e+23,73258121.55222209,1.851952291637391e+35,259374.24600999997,3
2015-04-18,3274244.0,1282638.2878,49446390688.2,44221.0,0.334934914813,770156.64,334287.104212,8.92283479893,2.58316505800965,159282.92142703,824017.017661,921.0,216541.0,86313.0,12.06487514,14069950.0,9.41666666667,10720673771536.0,1645160977330.5159,2.4449455520901114e+21,1955496841.0,0.11218139716079155,593141250136.0896,111747868042.44453,79.61698084899616,6.672741716921999,25371049058.329414,679004045394.9288,848241.0,46890004681.0,7449933969.0,145.56121214379002,197963493002500.0,88.6736111111739,3.510210177240912e+19,2.1101464591185876e+18,1.2089373298002448e+32,86474025805861.0,0.037573466701653034,4.568116722502103e+17,3.735587120977348e+16,710.4091673051663,17.236793244276228,4041174813679207.5,5.595108884660835e+17,781229961.0,1.015360850362842e+16,643026150666297.0,1756.1778497418782,2.785336448370525e+21,835.0098379638498,1.1493284611569993e+26,2.706554641331098e+24,5.97775875268522e+42,3.8239678951609795e+18,0.01258466586894725,3.518165426130032e+23,6338.863639509422,44.52548202075115,6.436901303201578e+20,719512794081.0,2.1986725389842018e+21,5.550151614246009e+19,21188.06648076944,3.9189544561750864e+28,7863.009307495702,1.2487586012031596e+22,4.6104649366267855e+23,3.763181817972538e+32,3.4715306109940624e+30,2.955785947250805e+53,1.6909968429191367e+23,0.004215043990765915,2.7095384635524738e+29,4.1744389665603195e+27,56560.633068286734,44.52548202075115,1.0252884445114039e+26,3.799101567109815e+29,662671283348601.0,4.761027502641781e+26,4.790502362804158e+24,255631.37654850254,5.513949325066066e+35,74043.33764561074,3
2015-10-13,4516989.0,18384897.4317,60813224039.4,62389.0,0.555196656934307,919373.613058023,459502.348135,6.37727597082506,1.15578698651,331030.0,1604043.53239,984.510948905109,228578.0,134878.0,24.94470798,14722025.0,9.56666666667,20403189626121.0,338004453574129.2,3.698248218066258e+21,3892387321.0,0.30824332787103054,845247840387.3635,211142407941.5787,40.66964880806272,1.3358435581858668,109580860900.0,2572955653802.189,969261.8085140381,52247902084.0,18192074884.0,622.2384562074757,216738020100625.0,91.5211111111749,9.216098310610267e+19,6.214177210418169e+21,2.249023974385752e+32,242842152569869.0,0.17113566515630166,7.770985609464216e+17,9.702043224003349e+16,259.36157408555243,1.5439506005644386,3.6274552383727e+16,4.127132875607685e+18,954248862.8376377,1.1942720962556552e+16,2453710676204152.0,15521.556584021499,3.1908225503719037e+21,875.5519629638784,4.162901469194516e+26,1.1424701063594567e+29,1.3677039882430253e+43,1.5150679056681558e+19,0.09501394917700764,7.144439116795019e+23,1654.0203341711572,1.784478011946677,1.2007965075585148e+22,939468453443.9039,2.7298432721792517e+21,3.3095158858506365e+20,387180.69638346264,4.697536935713892e+28,8376.113779024023,4.4581116431368045e+22,6.620100796432651e+24,1.8803780144435466e+33,2.1004195724202e+36,8.3174489056604e+53,9.452357156673056e+23,0.05275142694520079,6.568408804080908e+29,2.0485127682693446e+28,10548.144132365756,1.784478011946677,3.974996678970952e+27,1.0618929866287683e+31,924916978566473.0,6.23982115468189e+26,4.463808836517621e+25,9658109.406778518,6.915725620600333e+35,80131.4884860244,3
2012-09-19,24866.0,382997.57666,2864140.50781,5290.0,0.0996484539007092,115732.108055933,20.9294479444,2.6048776262336,2.90012330425,254127.0,19151623.134,228.58865248227,34730.0,32231.0,21.44386382,9985500.0,11.85,618317956.0,146687143727.4326,8203300848478.124,27984100.0,0.009929814364801767,13393920835.070152,438.04179125734936,6.785387447652396,8.41071517985394,64580532129.0,366784668666763.94,52252.77204366,1206172900.0,1038837361.0,459.83929553070504,99710210250000.0,140.42249999999999,15375094293896.0,5.61808205747838e+16,2.3495406257878335e+19,148035889000.0,0.000989490648973549,1550106693376951.2,9167.972867592423,17.67510394771604,24.39211109850364,1.6411656888346384e+16,7.024521745634921e+21,11944390.749923468,41890384817000.0,33482766982391.0,9860.731232445174,9.95656304451375e+20,1664.0066249999998,3.823170947120179e+17,2.1517118134912467e+22,6.729414481064191e+25,783109852810000.0,9.860121331942351e-05,1.7939711533612633e+20,46.041482814758695,70.74012983662547,4.1706451300648013e+21,2730352186.246696,1.45485306469441e+18,1.0791830626094444e+18,211452.17771417508,9.942126028099205e+27,19718.478506249998,191880.61088794723,1.3453099316898783e+29,9.506696877109039e+21,8.241004102378414e+27,1.9273988609059158e+32,4.1426511213649e+18,9.825458460014567e-06,2.0762006337003247e+25,4015955.2571189636,119.93242846278372,70.74012983662547,1.0598735349679777e+27,2.5764868810151832e+36,624127527056.1521,5.052704693683686e+22,3.4783149290965e+22,4534351.703345209,9.927709945358461e+34,233663.97029906246,3
