Date,Bitcoin_Price,Growth,Class
2015-11-16,318.97,0.05323384644323905,2
2015-11-17,335.95,-0.004435183807114181,3
2015-11-18,334.46,-0.0023919153261973167,3
2015-11-19,333.66,-0.03908169993406468,3
2015-11-20,320.62,0.015407647682614926,2
2015-11-21,325.56,0.0023037228160707702,2
2015-11-22,326.31,-0.005577518310808719,3
2015-11-23,324.49,-0.010447163240777794,3
2015-11-24,321.1,-0.004546870133914781,3
2015-11-25,319.64,0.08872481541734456,2
2015-11-26,348.0,0.03316091954022994,2
2015-11-27,359.54,-0.004283250820492909,3
2015-11-28,358.0,0.01670391061452519,2
2015-11-29,363.98,0.023490301664926518,2
2015-11-30,372.53,0.012723807478592353,2
2015-12-01,377.27,-0.04317862538765331,3
2015-12-02,360.98,0.004183057233087681,2
2015-12-03,362.49,-0.0028138707274682935,3
2015-12-04,361.47,0.07903837109580322,2
2015-12-05,390.04,0.0,3
2015-12-06,390.04,-0.007024920520972231,3
2015-12-07,387.3,0.0198554092434805,2
2015-12-08,394.99,0.0481531178004506,2
2015-12-09,414.01,0.005990193473587638,2
2015-12-10,416.49,0.06674830127974264,2
2015-12-11,444.29,-0.04103175853609133,3
2015-12-12,426.06,0.023799464864103614,2
2015-12-13,436.2,0.02154974782210003,2
2015-12-14,445.6,0.031149012567324944,2
2015-12-15,459.48,0.009793679811961347,2
2015-12-16,463.98,-0.022824259666364997,3
2015-12-17,453.39,0.01226317298572973,2
2015-12-18,458.95,0.008824490685259857,2
2015-12-19,463.0,-0.06051835853131746,3
2015-12-20,434.98,0.00855211733872815,2
2015-12-21,438.7,-0.0007978117164348437,3
2015-12-22,438.35,0.006957910345614131,2
2015-12-23,441.4,0.028432260987766227,2
2015-12-24,453.95,0.004515915849763215,2
2015-12-25,456.0,-0.08335526315789471,3
2015-12-26,417.99,0.0011244288140863908,2
2015-12-27,418.46,0.009463270085551872,2
2015-12-28,422.42,0.020619288859428955,2
2015-12-29,431.13,-0.007259991185953182,3
2015-12-30,428.0,0.000537383177570136,2
2015-12-31,428.23,0.00957429418770279,2
2016-01-01,432.33,0.0037240071241875735,2
2016-01-02,433.94,-0.002719269945153724,3
2016-01-03,432.76,0.000554579905721437,2
2016-01-04,433.0,-0.0025404157043880434,3
2016-01-05,431.9,0.0012271359110905987,2
2016-01-06,432.43,0.04921027680780698,2
2016-01-07,453.71,-0.014701020475634126,3
2016-01-08,447.04,0.012526843235504575,2
2016-01-09,452.64,-0.014139271827500834,3
2016-01-10,446.24,0.00194962352097527,2
2016-01-11,447.11,0.0019458298852631445,2
2016-01-12,447.98,-0.04109558462431364,3
2016-01-13,429.57,0.005424028679842596,2
2016-01-14,431.9,-0.0054410743227598195,3
2016-01-15,429.55,-0.13770224653707375,3
2016-01-16,370.4,0.04063174946004323,2
2016-01-17,385.45,-0.013724218445972146,3
2016-01-18,380.16,-0.00394570707070707,3
2016-01-19,378.66,0.07835525273332265,2
2016-01-20,408.33,0.029436974995714345,2
2016-01-21,420.35,-0.08243130724396344,3
2016-01-22,385.7,0.007259528130671536,2
2016-01-23,388.5,-0.008777348777348842,3
2016-01-24,385.09,0.005193591108572022,2
2016-01-25,387.09,0.018161151153478598,2
2016-01-26,394.12,-0.0062417537805743925,3
2016-01-27,391.66,-0.023540826226829462,3
2016-01-28,382.44,-0.013544608304570669,3
2016-01-29,377.26,0.002438636484122398,2
2016-01-30,378.18,-0.0034904013961605403,3
2016-01-31,376.86,-0.012896035663111005,3
2016-02-01,372.0,-2.6881720430083078e-05,3
2016-02-02,371.99,-0.009704561950590105,3
2016-02-03,368.38,0.04527933112546829,2
2016-02-04,385.06,0.007635173739157528,2
2016-02-05,388.0,-0.03855670103092778,3
2016-02-06,373.04,0.0018764743727213934,2
2016-02-07,373.74,0.0033713276609407365,2
2016-02-08,375.0,-0.006373333333333297,3
2016-02-09,372.61,0.017095622769115172,2
2016-02-10,378.98,0.00042218586732800716,2
2016-02-11,379.14,0.006119111673788029,2
2016-02-12,381.46,0.01871755885282872,2
2016-02-13,388.6,0.0032938754503344637,2
2016-02-14,389.88,0.03272801887760334,2
2016-02-15,402.64,0.010058613153188982,2
2016-02-16,406.69,0.000762251346234238,2
2016-02-17,407.0,0.029410319410319477,2
2016-02-18,418.97,-0.0022674654509870526,3
2016-02-19,418.02,0.004688770872207159,2
2016-02-20,419.98,0.034977856088385155,2
2016-02-21,434.67,0.008811282122069579,2
2016-02-22,438.5,-0.003968072976054753,3
2016-02-23,436.76,-0.031275757853283195,3
2016-02-24,423.1,-0.004017962656582476,3
2016-02-25,421.4,0.004888467014712868,2
2016-02-26,423.46,0.020167194067916734,2
2016-02-27,432.0,0.003402777777777841,2
2016-02-28,433.47,-0.0036450042678848383,3
2016-02-29,431.89,-4.6308087707476005e-05,3
2016-03-01,431.87,-0.004353161831106573,3
2016-03-02,429.99,-0.01741900974441268,3
2016-03-03,422.5,-0.014248520710059128,3
2016-03-04,416.48,-0.03716865155589708,3
2016-03-05,401.0,-0.00456359102244385,3
2016-03-06,399.17,0.03199138211789458,2
2016-03-07,411.94,0.0010923920959362739,2
2016-03-08,412.39,-0.0005819733747181288,3
2016-03-09,412.15,0.009341259250273015,2
2016-03-10,416.0,0.012548076923076988,2
2016-03-11,421.22,-0.0026352025070034983,3
2016-03-12,420.11,-0.014805646140296653,3
2016-03-13,413.89,0.002150329797772322,2
2016-03-14,414.78,0.0005062924924057004,2
2016-03-15,414.99,0.0024096966191956433,2
2016-03-16,415.99,0.006370345440996123,2
2016-03-17,418.64,-0.00035830307662903035,3
2016-03-18,418.49,-0.030825109321608722,3
2016-03-19,405.59,0.012771518035454541,2
2016-03-20,410.77,0.0025318304647370072,2
2016-03-21,411.81,0.008596197275442608,2
2016-03-22,415.35,0.005898639701456575,2
2016-03-23,417.8,0.0003829583532790047,2
2016-03-24,417.96,-0.003636711647047521,3
2016-03-25,416.44,-0.0017529536067621223,3
2016-03-26,415.71,0.003006903851242453,2
2016-03-27,416.96,0.014389869531849578,2
2016-03-28,422.96,-0.02118403631549078,3
2016-03-29,414.0,0.004420289855072425,2
2016-03-30,415.83,0.0026693600750306943,2
2016-03-31,416.94,-0.0016549143761692274,3
2016-04-01,416.25,0.0001441441441441496,2
2016-04-02,416.31,0.0042276188417284975,2
2016-04-03,418.07,0.0022005884182075153,2
2016-04-04,418.99,0.00171841810067059,2
2016-04-05,419.71,0.003287984560768139,2
2016-04-06,421.09,-0.0018048398204659121,3
2016-04-07,420.33,-0.000904051578521627,3
2016-04-08,419.95,-0.005286343612334731,3
2016-04-09,417.73,0.009336174083738245,2
2016-04-10,421.63,-0.0020871380120010326,3
2016-04-11,420.75,0.012216280451574536,2
2016-04-12,425.89,-0.0030054708962407493,3
2016-04-13,424.61,-0.001742775723605212,3
2016-04-14,423.87,0.01231509660980954,2
2016-04-15,429.09,0.0007923745601156677,2
2016-04-16,429.43,0.00267796846983205,2
2016-04-17,430.58,-0.007664081007013822,3
2016-04-18,427.28,0.02019752855270561,2
2016-04-19,435.91,9.176206097580606e-05,2
2016-04-20,435.95,0.03452230760408306,2
2016-04-21,451.0,-0.008314855875831485,3
2016-04-22,447.25,0.0010061486864169672,2
2016-04-23,447.7,0.026133571588117018,2
2016-04-24,459.4,0.009708315193731033,2
2016-04-25,463.86,-0.0029319191135256622,3
2016-04-26,462.5,-0.03284324324324324,3
2016-04-27,447.31,0.0060137264984015506,2
2016-04-28,450.0,-4.444444444440402e-05,3
2016-04-29,449.98,-0.0062447219876439,3
2016-04-30,447.17,0.010577632667665454,2
2016-05-01,451.9,0.0024341668510732967,2
2016-05-02,453.0,-0.004503311258278191,3
2016-05-03,450.96,-0.0079607947489799,3
2016-05-04,447.37,-0.001184701701052886,3
2016-05-05,446.84,0.03148778086115847,2
2016-05-06,460.91,-0.0040571912086958505,3
2016-05-07,459.04,-4.35691878704223e-05,3
2016-05-08,459.02,0.005686026752646974,2
2016-05-09,461.63,-0.02519333665489677,3
2016-05-10,450.0,0.0017333333333332728,2
2016-05-11,450.78,0.008696037978614882,2
2016-05-12,454.7,0.004662414778975159,2
2016-05-13,456.82,-0.002189046013747209,3
2016-05-14,455.82,0.0027642490456759048,2
2016-05-15,457.08,-0.004813161809748816,3
2016-05-16,454.88,-0.0019345761519521533,3
2016-05-17,454.0,-0.0024229074889868343,3
2016-05-18,452.9,-0.02435416206668133,3
2016-05-19,441.87,-0.013171294724692768,3
2016-05-20,436.05,0.017979589496617304,2
2016-05-21,443.89,-0.013269053143796856,3
2016-05-22,438.0,0.001073059360730656,2
2016-05-23,438.47,0.015668118685428757,2
2016-05-24,445.34,0.00583823595455163,2
2016-05-25,447.94,0.0016966558021163345,2
2016-05-26,448.7,0.04811678181412978,2
2016-05-27,470.29,0.11086776244444901,1
2016-05-28,522.43,0.008058495875045531,2
2016-05-29,526.64,-0.002829257177578629,3
2016-05-30,525.15,0.011425307055127107,2
2016-05-31,531.15,0.0015438200131790455,2
2016-06-01,531.97,0.015076038122450479,2
2016-06-02,539.99,0.05187133095057314,2
2016-06-03,568.0,-0.00021126760563381082,3
2016-06-04,567.88,0.010812143410579676,2
2016-06-05,574.02,0.018257203581756764,2
2016-06-06,584.5,-0.001334473909324162,3
2016-06-07,583.72,-0.008634276708010822,3
2016-06-08,578.68,-0.005851010057371806,3
2016-06-09,575.2941375,-0.0016932859845108076,3
2016-06-10,574.32,0.03503271259924777,2
2016-06-11,594.4399875,0.11844175018592598,1
2016-06-12,664.8465,0.0015093709600637606,2
2016-06-13,665.85,0.029120672824209635,2
2016-06-14,685.24,0.01027377269277912,2
