Date,Difficulty,Miners_Revenue,Hash_Rate,Total_transaction_fees,Total_Bitcoins,Class
2015-01-26,43971662056.0896,967817.14,277602.083462638,13.84178061,13768150.0,3
2020-04-27,15958652328578.0,13997087.9010893,111856556.335257,28.0798915,18348600.0,2
2018-12-09,5646403851535.0,5705487.75609,35927585.0108908,16.83358837,17415100.0,2
2020-12-22,18670168558400.0,23995220.12075107,132718173.16882376,133.02681427,18578356.25,2
2017-10-06,1123863285132.0,8954115.66833,8882939.96198973,149.02120217,16607750.0,2
2018-09-21,7152633351910.0,12165754.7145117,51200543.8779,25.61259462,17280775.0,2
2016-01-05,103880340815.0,1819807.57014198,841718.919438,32.27846687,15047875.0,2
2019-11-12,12720005267400.0,14989182.4021882,85362510.3569,28.65525709,18043525.0,2
2014-05-01,8000872135.96816,1906840.11,66817.8858733963,11.50948836,12720400.0,3
2012-08-20,2190865.9701,124904.256383806,19.7124453954,27.5570644,9751800.0,2
2015-03-06,46684376316.8603,975886.54,366669.483603951,13.57345998,13909325.0,2
2016-08-19,217375482757.0,1108626.82,1664092.25,80.79,15824450.0,2
2012-11-16,3368767.14053294,83508.6,23.6121875254214,27.92768269,10410450.0,2
2012-06-30,1726566.55919,45449.1543067431,11.8442763084,13.94161293,9347050.0,3
2020-12-30,18599593048299.0,33896444.42080255,159029615.0943604,105.14390344000002,18585818.75,1
2018-06-25,5077499034880.0,12092548.545,39627403.8327,34.68013653,17115625.0,2
2016-12-16,310153855703.0,1317539.32,2050571.62855749,97.57,16047112.5,2
2012-12-27,2979636.61694,65673.98492875,26.0688629742,36.93617681,10601625.0,3
2016-07-29,213492501107.0,1216861.96,1560077.15,72.26,15783687.5,3
2019-01-11,5618595848853.0,6853670.72486,41336683.3587873,24.25918558,17476812.5,2
2019-09-06,10771996663700.0,21464687.5948,84605659.659,37.39638382,17919100.0,3
2015-05-23,48807487244.6814,850507.02,291148.002105338,12.74716388,14196375.0,3
2020-02-17,15546745765529.0,19823862.1988,121334769.047237,25.29770103,18223137.5,3
2020-08-13,16947802333947.0,11879252.2971003,123844534.076575,109.0639238,18459962.5,2
2012-04-12,1577913.48568,31171.01056,9.88325160798,4.42240979,8766350.0,2
2016-09-08,220755908330.0,1134450.0,1580232.34446021,59.6,15861225.0,2
2012-06-10,1583177.84744401,42810.874,13.3790336035767,20.67463329,9204100.0,2
2015-02-02,41272873894.7,801295.88,276977.568109,13.44597638,13791450.0,3
2016-04-04,166851513283.0,1864182.28252061,1360254.329,45.08180774,15393525.0,2
2016-12-28,312083434211.183,2011489.19,2589949.6705277,104.35,16069712.5,2
2014-11-30,40300030327.8914,1369993.08,312518.75829435,14.00206215,13561650.0,2
2012-12-16,3370181.79927784,42950.636,19.2662542834417,32.24930878,10563850.0,3
2020-06-13,13732352106018.0,9622452.78417518,107856950.282588,21.0833426,18403800.0,2
2019-02-13,6061518831027.0,6976103.87653,46101919.5246807,35.63755618,17536587.5,3
2012-08-06,2036671.08869332,82468.8,14.2753291241801,20.92753532,9637800.0,3
2019-02-27,6071846049920.0,6801908.84662639,42558467.7051,32.66318415,17561587.5,2
2012-05-28,1591074.96185,37701.918392847,10.7566160882,19.49232691,9106500.0,2
2016-10-04,241227200229.0,1244767.25236389,1894652.12,71.03602966,15911050.0,3
2018-12-06,5646403851535.0,6422799.8146,37892374.8161739,28.47570217,17410487.5,3
2015-07-05,49402014931.2,1169750.23,417483.872021,29.305557,14353475.0,3
2014-11-04,39603666252.4,1372405.87,314993.428437,13.4448337,13467500.0,2
2017-05-28,595921917085.0,5262057.4296,4887867.46412,421.48503001,16357837.5,2
2020-07-01,15784217546288.0,10124055.9362646,127111309.039231,62.82571084,18420281.25,2
2017-06-12,678760110082.0,5779114.42341,4959978.16864,409.8643713,16387550.0,2
2018-07-10,5363678461480.0,12485753.0,39727855.4765,22.86071401,17142500.0,3
2012-12-26,2979636.61694,54688.2,23.8470848798,35.43010858,10597225.0,2
2018-08-22,6389316883510.0,13754538.29512,50818346.4046,24.27418043,17225337.5,3
