Date,Bitcoin_my_wallet_num_users,Volume,Difficulty,wallet_num_transaction,wallet_transaction_volume,Bitcoin_Avg_Block_Size,Miners_Revenue,Hash_Rate,Bitcoin_Cost_Transaction,Bitcoin_Cost_percentage_of_Transaction_Volume,Estimated_Transaction_Volume,Total_Output_Volume,num_transaction_per_Block,num_of_unique_addresses,num_of_transaction,Total_transaction_fees,Total_Bitcoins,Median_transaction_confirmation_time
2009-01-03,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0
2009-01-04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0
2009-01-05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0
2009-01-06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0
2009-01-07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0
2009-01-08,2.0,0.0,1.0,0.0,0.0,0.000205039978027,0.0,6.95943774815e-07,0.0,0.0,0.0,700.0,1.0,14.0,14.0,0.0,750.0,0.0
2009-01-09,2.0,0.0,1.0,0.0,0.0,0.000205039978027,0.0,6.95943774814815e-07,0.0,0.0,0.0,700.0,1.0,31.0,31.0,0.0,2300.0,0.0
2009-01-10,2.0,0.0,1.0,0.0,0.0,0.000205408852055,0.0,5.2692885807399995e-06,0.0,0.0,0.0,5300.0,1.0,106.0,106.0,0.0,7600.0,0.0
2009-01-11,2.0,0.0,1.0,0.0,0.0,0.000221477465683,0.0,4.42421399704e-06,0.0,18541.6666667,24.0,4601.0,1.0,93.0,95.0,0.0,12050.0,0.0
2009-01-12,2.0,0.0,1.0,0.0,0.0,0.000207975636358,0.0,4.42421399703704e-06,0.0,57500.0,10.0,4879.0,1.0,117.0,116.0,0.0,17800.0,0.0
2009-01-13,2.0,0.0,1.0,0.0,0.0,0.000205887688531,0.0,6.26349397333e-06,0.0,0.0,0.0,6300.0,1.0,126.0,126.0,0.0,24100.0,0.0
