Date,Bitcoin_my_wallet_num_users,Volume,Difficulty,wallet_num_transaction,Bitcoin_Avg_Block_Size,Miners_Revenue,Hash_Rate,Bitcoin_Cost_Transaction,Bitcoin_Cost_percentage_of_Transaction_Volume,Estimated_Transaction_Volume,Total_Output_Volume,num_transaction_per_Block,num_of_unique_addresses,num_of_transaction,Total_transaction_fees,Total_Bitcoins,Median_transaction_confirmation_time,Bitcoin_my_wallet_num_users_2,Volume_2,Difficulty_2,wallet_num_transaction_2,Bitcoin_Avg_Block_Size_2,Miners_Revenue_2,Hash_Rate_2,Bitcoin_Cost_Transaction_2,Bitcoin_Cost_percentage_of_Transaction_Volume_2,Estimated_Transaction_Volume_2,Total_Output_Volume_2,num_transaction_per_Block_2,num_of_unique_addresses_2,num_of_transaction_2,Total_transaction_fees_2,Total_Bitcoins_2,Median_transaction_confirmation_time_2,Class
2012-12-01,46813.0,263889.285631,3438908.96015914,3709.0,0.0621236144312,48057.2,27.3518546626016,2.33798102651,3.20832774795,118130.0,628526.653334207,265.0,26710.0,20555.0,15.02822634,10515650.0,11.5833333333333,2191456969.0,69637555070.83951,11826094836262.818,13756681.0,0.003859343469996401,2309494471.8399997,748.1239534840809,5.466155280320754,10.293366938265917,13954696900.0,395045753951.4985,70225.0,713424100.0,422508025.0,225.8475869262698,110578894922500.0,134.17361111111035,1
2018-06-10,25223119.0,736759768.936,4940704885520.0,34036.0,0.759267440945,10758310.2292,31191679.0465,60.4613268712,1.70510490665121,96374.39547151,1403865.80194,1415.81889764,392109.0,179809.0,16.7009531,17086375.0,8.35,636205732088161.0,5.428149571226281e+17,2.4410564765801197e+25,1158449296.0,0.5764870468791691,115741238987709.36,972920841739867.2,3655.5720470260912,2.907382742686032,9288024102.499006,1970839189856.6392,2004543.1509145447,153749467881.0,32331276481.0,278.9218344483996,291944210640625.0,69.7225,1
2018-03-20,23745026.0,1353859594.1104,3462542391191.0,45750.0,0.793882708661,14275767.4275,21859737.3155061,74.5449184568,1.40313943516,115375.495759,1115427.34148066,1536.75590551,423962.0,195168.0,31.3790795,16929662.5,9.31666666666667,563826259740676.0,1.832935800564777e+18,1.1989199810794687e+25,2093062500.0,0.6302497551109262,203797535644069.97,477848115502929.9,5556.944867730962,1.9688002745011237,13311505021.635027,1244178154122.613,2361618.7131198603,179743777444.0,38090548224.0,984.6466302673202,286613472363906.25,86.80027777777784,1
2016-05-06,7116743.0,32475379.4496,178659257772.0,67798.5,0.685889277778,1887205.00671,1438754.37986,8.09153549561,1.28105377097108,331551.68684109,2321255.50011,1439.7037037,374471.0,233232.0,44.519552,15514600.0,7.33333333333,50648030928049.0,1054650270395502.0,3.1919130387641943e+22,4596636602.25,0.4704441013708265,3561542737351.2915,2070014165566.3333,65.47294667671656,1.6410987641192245,109926521047.1722,5388227096790.926,2072746.7544474974,140228529841.0,54397165824.0,1981.9905102807038,240702813160000.0,53.777777777728886,2
2021-02-08,66869436.0,507510700.3529999,21434395961349.0,121836.0,1.3867732962962962,48670642.79997875,172612555.6190783,140.75690992480364,0.581898105995853,197784.15422891994,2263658.8845361243,2069.277777777778,822971.0,335223.0,134.17229408,18623381.25,7.991666666666667,4471521470958096.0,2.5756711097279248e+17,4.594333302278943e+26,14844010896.0,1.9231401753204949,2368831470563123.0,2.9795094357349404e+16,19812.507691579285,0.338605405761561,39118571664.04919,5124151545539.33,4281910.521604938,677281266841.0,112374459729.0,18002.204498690004,346830329182851.56,63.866736111111116,1
2013-01-20,97204.0,937247.655082,3249549.58449,10157.0,0.140661276923077,59220.9635158945,23.5842539589,1.28959896162829,1.92276854564,191391.0,1125356.29495,318.238461538462,35085.0,41371.0,32.98917964,10686575.0,8.98333333333,9448617616.0,878433166956.7075,10559572502059.13,103164649.0,0.019785594825630557,3507122519.750908,556.2170347978903,1.6630654818327635,3.697038880102561,36630514881.0,1266426790583.5913,101275.71840236716,1230957225.0,1711559641.0,1088.2859733201908,114202885230625.0,80.70027777771789,2
2018-05-16,24760116.0,643573959.145,4143878474754.0,43830.0,0.606597139665,18670664.4117,36872803.6163467,90.8181296432,1.39851696648,162304.710087,1152448.45163973,1164.59776536,455066.0,208463.0,32.35890796,17037925.0,9.95,613063344333456.0,4.141874408895701e+17,1.7171728813529536e+25,1921068900.0,0.3679600898497595,348593709574320.9,1359603646529670.5,8247.932671889082,1.955849705532421,26342818916.425125,1328137433686.811,1356287.9550815057,207085064356.0,43456822369.0,1047.0989243637516,290290888305625.0,99.00249999999998,2
2016-10-20,9300889.0,2796925.7268,258522748404.0,74623.0,0.97,1065517.32,1722065.56082647,4.12,0.6,290684.88,2465644.96871897,2017.76,415474.0,270380.0,89.31,15938712.5,13.4166666666667,86506536190321.0,7822793521235.707,6.683401144235788e+22,5568592129.0,0.9409,1135327159219.9824,2965509795784.5845,16.9744,0.36,84497699460.6144,6079405111769.172,4071355.4176,172618644676.0,73105344400.0,7976.2761,254042556157656.25,180.00694444444534,1
2018-08-03,27083505.0,473049731.69,5949437371610.0,57926.0,0.834025710843,15674653.75,49094190.5573,68.955403575,1.67941090472202,125025.88092394,982848.127572,1384.69277108,537623.0,229859.0,23.21487948,17188512.5,12.95,733516243085025.0,2.23776048651981e+17,3.5395805038709703e+25,3355421476.0,0.6955988863471715,245694770182389.06,2410239546476484.5,4754.847682191124,2.820420986899234,15631470900.807224,965990441871.7865,1917374.0702812094,289038490129.0,52835159881.0,538.9306292709251,295444961962656.25,167.7025,2
2018-01-02,21580676.0,1567582731.9,1931136454490.0,43995.0,1.04136759649,40553327.6417,16415540.6674,122.635624411,1.19630043409689,240354.96060218,2536938.59566,1994.03508772,850802.0,340980.0,649.16497626,16778587.5,13.9,465725576616976.0,2.4573156213510676e+18,3.729288005860208e+24,1935560025.0,1.0844464710193595,1644572382815069.2,269469975403063.25,15039.496374675859,1.4311347286204072,57770507086.07551,6436057438149.334,3976175.9310585083,723864043204.0,116267360400.0,421415.16640264634,281520998495156.25,193.21,1
