Date,Bitcoin_my_wallet_num_users,Volume,Difficulty,wallet_num_transaction,Bitcoin_Avg_Block_Size,Miners_Revenue,Hash_Rate,Bitcoin_Cost_Transaction,Bitcoin_Cost_percentage_of_Transaction_Volume,Estimated_Transaction_Volume,Total_Output_Volume,num_transaction_per_Block,num_of_unique_addresses,num_of_transaction,Total_transaction_fees,Total_Bitcoins,Median_transaction_confirmation_time,Class
2018-03-21,23760547.0,770717053.191,3462542391190.0,45291.0,0.670269184211,17009679.0867,26162835.2123,88.6768927038,1.67862809507915,116440.08659449,931832.735856,1281.88157895,424456.0,194846.0,31.0252744,16932412.5,9.31666666667,3
2012-04-22,5046.0,175572.355384,1577913.48568,109.0,0.0211824571428571,40283.5404409664,11.6088987141,6.03227619661072,6.3118269108,117304.0,774046.059837,45.3857142857143,11365.0,6354.0,4.86652314,8836900.0,8.55,2
2012-07-04,11454.0,246861.1100565,1751454.53534068,1095.0,0.0688497793936,46462.51,13.8433790741358,2.1076212293,3.76438457619,182314.0,2279526.86962566,221.0,22083.0,22045.0,13.38649042,9383600.0,13.3333333333333,2
2013-11-26,663348.0,18763528.0752,609482679.888355,30093.0,0.250349803143,4015058.0,4968.79792970165,44.0397284165,1.26387225025,330571.0,4028498.09525615,455.0,153552.0,91169.0,28.13438242,12045200.0,7.78333333333333,1
2017-10-19,17750996.0,376178013.951,1196792694100.0,88436.0,0.994041320225,13368296.589,10589733.9776,38.771649651,0.961352843811895,253935.69140686,1911311.86748,2005.53370787,692419.0,356985.0,191.51239568,16633900.0,14.45,2
2018-07-28,26816007.0,437067809.34,5178671069070.0,49205.0,0.759045937931,14770485.99,37327804.5992,79.1485032384,2.97712220237153,63140.85524892,658610.474384,1298.19310345,395734.0,188238.0,16.74880998,17177012.5,10.425,2
2018-01-07,21829648.0,906109684.557,1931136454487.0,41153.0,1.04773831481,43826673.4267,15551564.8427532,122.61171089,0.921736983743,294130.977742,2757179.42461305,2272.75925926,910004.0,368187.0,686.11400249,16788562.5,14.3,3
2016-04-13,6822736.0,16364789.57,166851513283.0,64807.0,0.707264951219512,1760973.81845251,1302194.693,7.87886597430276,1.28066759925,309995.0,3219968.15938,1362.84146341463,355716.0,223506.0,45.74314812,15428375.0,7.53333333333,3
2014-04-21,1530749.0,3319630.72023,6978842649.59,29703.0,0.190698409356725,2803733.6424231,53425.7030714,38.8624803163505,4.61626460889,83726.0,767457.152625,339.824561403509,150856.0,58110.0,12.47640246,12679425.0,7.15,2
2013-10-30,513288.0,1933511.04,390928787.638086,13681.0,0.120845306433,1059460.55,3808.9023861368,18.7594827891,3.52973251209,148878.0,717093.160091758,300.0,78591.0,56476.0,30.03529546,11922125.0,5.68333333333333,3
2014-10-23,2390219.0,6960388.60476,35985640265.1,35074.0,0.265318256214,1465384.48,291583.508501,17.9486848842,2.56698314851676,157319.32834477,729895.512446,626.0,164169.0,81643.0,13.03797728,13413500.0,7.58333333333,3
2013-01-30,104616.0,1042709.7540374999,2968775.33207507,9139.0,0.110290472131,102692.56,21.3989002229506,2.22741107062,1.30174665074,368121.0,2692071.85630503,310.0,34477.0,46104.0,42.31036818,10723975.0,9.26666666666667,2
2018-06-19,25383950.0,233317200.375,5024546460930.0,44163.0,0.908624083871,13329154.5,39122596.1405,70.9968791286,1.89209664399069,106824.89484388,1472734.26131,1237.4516129,413610.0,191805.0,83.80865389,17103575.0,6.73333333333,3
2012-04-02,3772.0,334764.8762155,1626553.48132894,69.0,0.026564411819,32084.04,10.2687643397321,4.25574214087,4.17663985453,153329.0,703032.14748597,41.0,13073.0,7539.0,4.62668219,8708250.0,11.4666666666667,3
2014-10-02,2285468.0,5568420.73926,34661425924.0,29311.0,0.278127440324,1286220.0,242947.064808,17.6926462901,3.25937042086305,126935.8178367,646978.005497,613.0,150641.0,72698.0,11.69504803,13341850.0,7.68333333333,3
2012-11-04,37913.0,190319.7887875,3304356.39299034,3320.0,0.0981711967319,83657.5,26.2816715596705,2.59789764611,4.23810480618,181095.0,2247532.78993214,166.0,22730.0,32202.0,25.83596115,10331000.0,10.75,2
2016-05-16,7248646.0,17875806.6495,194254820283.0,66766.0,0.906763574468085,1636434.02969314,1361560.78853,6.82390581543288,1.1775874499,304479.780671,2688738.83398,1700.77304964539,424856.0,239809.0,60.51568467,15550675.0,8.58333333333,3
2017-03-10,12511003.0,9159399.6732,460769358090.0,65141.0,0.991821346154,2329338.9,3573175.16832514,7.83087200529,0.803847837186,274668.646754,2751691.90466802,1977.44871795,551014.0,308482.0,257.91797636,16208387.5,10.0833333333333,3
2015-06-20,3607698.0,488875.566987,49692386354.9,58344.0,0.408822724077,742685.61,301367.074757,8.14321469688,1.98621265987926,184579.09567714,921198.44574,781.0,228622.0,91203.0,13.16567765,14294975.0,8.28333333333,2
2018-01-21,22421059.0,436195518.928,2227847638500.0,41987.0,1.07749285561497,31881234.2280697,20709671.5723,147.857056460239,1.73912670551,154149.935586,1108525.07147,1153.05882352941,522861.0,215622.0,343.36269629,16817937.5,7.45,2
2015-07-16,3809138.0,2815364.979,51076366303.4819,55296.0,0.66734768947,1007435.76,345306.711928103,8.53411968013,1.68528621765,215038.0,1411380.25805196,1003.0,214161.0,118048.0,24.85055473,14387675.0,8.58333333333333,3
2015-08-10,3968223.0,1851465.45608,52699842409.3,59083.0,0.381361735643,1130128.35,442733.250478,9.66557777341,1.62864176111309,273513.20285104,1195838.48023,589.0,235211.0,116923.0,26.65997778,14480850.0,6.36666666667,2
2019-06-04,39072961.0,189061316.5932,7459680720542.0,86127.0,1.25325847403,17028462.3207,57106701.9552403,44.8260164967,0.770200742445,280734.766656,1741205.06778663,2433.52597403,687738.0,374763.0,217.91296317,17740812.5,9.3625,3
2021-06-06,73759550.0,437701948.95419997,21047730572452.0,50887.0,0.948718753333333,34551597.29480198,156943254.27725816,186.4579870742936,2.227707756523766,43096.6319019,1783108.8224150224,1235.3666666666666,467665.0,185305.0,22.5789259,18728506.25,4.979166666666666,2
2016-09-10,8651037.0,13826608.28,220755908330.0,55303.0,0.646603348387097,1270465.14445106,1700944.53,6.4492580710634,1.26,157018.8,1478034.97,1247.22580645161,355122.0,193320.0,51.15995466,15865037.5,9.36,3
2020-04-30,48193433.0,471328360.4002,15958652328578.0,115334.0,1.26880717777778,16397343.7651328,107096702.874182,49.6286142146446,0.610625953748244,302044.74430637,2022344.59395085,2384.97777777778,687395.0,321972.0,106.67585999,18354337.5,12.85,3
2017-03-17,12639003.0,145734375.199,469886043903.0,56682.0,0.995548701299,2279486.3,3641704.8372,8.08669317514,0.452369029257388,487106.22190253,3122262.97578,1897.37662338,532934.0,292196.0,244.58901754,16221112.5,14.25,3
2012-05-25,7644.0,108596.391819,1591074.96185,335.0,0.104401925619835,31620.9331111791,10.6775233228,1.09041460433736,4.7160573376,143467.0,5219577.84161,239.661157024793,24344.0,28999.0,19.27748871,9084600.0,14.6833333333,2
2017-10-23,17910984.0,633277065.085,1196792694100.0,69986.0,0.972171251461988,13668326.7206145,10173283.765,43.2410619578057,0.569625816508,407836.91191,2994818.33705,1848.51461988304,640545.0,316096.0,185.64433949,16642137.5,8.1,2
2020-09-12,53587633.0,101653161.4472,17345997805929.0,99117.0,1.0605390705882354,11755971.409291402,146586618.74770805,38.67897429168348,1.3736670840782848,82608.73707797992,2593736.732794764,1765.6,604531.0,300152.0,58.11575528999997,18487412.5,10.6,2
2015-07-31,3903592.0,2343295.6875,52278304845.5917,46987.0,0.719474664549,1160777.2,361228.839521953,7.11369511261,2.20415517764,187600.0,1036533.20835018,946.0,275871.0,163175.0,35.53322565,14446150.0,9.43333333333333,3
2020-06-21,50360607.0,57461731.8468,15784744305477.0,78824.0,0.98115845890411,9006615.2058985,114560928.737163,33.7527411675811,1.67730461251187,57418.26893659,475839.887667669,1776.98630136986,475037.0,259440.0,24.97941736,18410837.5,7.325,3
2015-06-28,3654521.0,1783480.4676,49692386354.8938,49823.0,0.446058342927,873579.6,363122.622863501,7.45890589913,1.50460739905,228764.0,825968.950340309,737.0,224321.0,117119.0,17.63474995,14326975.0,8.15,2
2020-08-14,52580626.0,161732026.4091,16947802333947.0,120144.0,1.26469455688623,13709961.9922364,140694130.549579,37.0371344693124,0.597710826171512,194831.86014598,1440043.27138648,2189.69461077844,755913.0,365679.0,106.55290555,18460843.75,10.9,3
2021-03-27,70388097.0,654657557.7619001,21865558044611.0,96019.0,1.2981473333333333,59212965.29536148,172823902.97398886,203.6272281307244,1.583864629110036,67802.90336114001,1234256.2736862684,1812.9496855345913,722993.0,288259.0,66.63131525,18666212.5,9.116666666666667,2
2015-07-12,3751805.0,8667679.21323,51076366303.5,41777.0,0.776860096296296,1187913.99337887,368157.891394,4.63062983222057,1.57677610786,232056.0,1331647.86294,1545.81481481481,232590.0,208685.0,44.36391382,14379075.0,9.75,2
2015-02-27,3029971.0,1809685.33129,46684376316.9,39541.0,0.375608782894737,1068531.12624588,313293.546117,9.14485965377962,2.68235134159,126307.0,711898.996986,667.592105263158,238834.0,101474.0,14.39065266,13885625.0,7.56666666667,3
2014-10-01,2276636.0,5593043.0136,34661425923.9769,33436.0,0.27674057677,1394779.35,249839.180122108,18.6892583411,3.12348681866,118810.0,700946.524121399,521.0,184302.0,74630.0,11.80636226,13338325.0,7.75,3
2016-09-24,8856888.0,6905876.28,225832872179.0,57430.0,0.63,1258908.62,1874777.56,6.15,1.29859697399363,170168.76036091,2031871.05,1260.53,368915.0,210510.0,59.47,15891812.5,9.88,3
2017-10-31,18201731.0,454449998.266,1452839779140.0,55498.0,1.03699717391,12093705.3005,9966505.88669,45.0462384159,0.783182279446348,249278.91610362,1916686.47664,2011.12318841,611388.0,277535.0,231.89499927,16656962.5,15.9,2
2019-07-25,40770164.0,207985687.0299,9013786945892.0,83167.0,1.13333078667,19605754.2098,67211666.9196491,57.4308811583,1.9040161365,103139.460512,1981281.12609714,2243.57333333,568629.0,336536.0,56.16150579,17836125.0,8.875,3
2017-08-01,15695040.0,31819215.357,860221984436.0,37015.0,0.725291630872,5102352.598,6371518.15135964,39.8406904202,0.38372823469,505161.321276,2633798.15211865,885.067114094,301131.0,131875.0,75.94662047,16481662.5,11.75,3
2020-03-06,46389789.0,122314466.7311,15486913440293.0,88006.0,1.07348889677419,18084440.7557398,119328089.641393,52.9639674437683,1.13971864963739,174643.04681735,949234.972177108,2183.11612903226,601698.0,338383.0,26.63263902,18256662.5,8.975,3
2012-06-30,11015.0,156167.13193,1726566.55919,525.0,0.0721435151515151,45449.1543067431,11.8442763084,2.00066709102184,6.9093228361,100010.0,1287322.11079,171.348484848485,25747.0,22618.0,13.94161293,9347050.0,14.0833333333,3
2017-11-25,19107369.0,677327101.077,1347001430560.0,75988.0,1.0478601025641,18139440.136098,10445729.4715,53.8759512074881,0.788769024154,272023.837089,2899917.65325,2158.26282051282,697525.0,336689.0,195.63976527,16701400.0,9.75,2
2012-09-14,23630.0,424699.57510300004,2694047.95295501,4919.0,0.0881509380741,84551.634,21.6953397221204,2.78680402109,3.09117078137,231822.0,18031417.2989622,230.0,26871.0,30340.0,16.00925068,9946350.0,10.3666666666667,2
2016-03-01,6243315.0,30939871.9084,163491654909.0,109587.0,0.89761428125,1405736.85,1040283.42371,5.39383870708,0.593648404713777,646619.76932827,11910037.6759,1233.0,483492.0,260619.0,55.99857717,15267475.0,11.4166666667,3
2021-01-23,65538976.0,1271924926.152,20737086011821.6,100587.0,1.289703470967742,33751644.506897256,159781151.23197326,110.58535137200167,1.6047748131149444,64942.432607790026,1529579.5139759874,1969.090322580645,710703.0,305209.0,75.36109782999999,18608662.5,10.616666666666667,3
2013-01-22,98690.0,930942.435008,3249549.58449,9784.0,0.16623506973,59714.3155,21.6458221266,1.23716650092,0.971363332356902,394755.95827732,2199431.04517,353.0,36782.0,48267.0,45.66376477,10690550.0,11.4833333333,2
2019-09-08,41785785.0,65192692.244,10771996663680.0,52464.0,0.707172129944,23644815.6797,94779757.9723776,81.9251101978,3.219424476,69901.473259,702260.154571735,1629.98305085,436798.0,288507.0,21.74727421,17924062.5,3.36666666666667,3
2012-08-24,19477.0,405426.8496065,2190865.97010286,2427.0,0.103900356147,67352.75,16.9897319430061,1.89774168099,2.75029529502,238920.0,11064106.0212281,198.0,33067.0,35491.0,21.92109799,9774050.0,11.4666666666667,2
2013-05-28,290897.0,1618565.51387,12153411.7098,10359.0,0.150170224054,552544.72494,101.497094666,10.0610849604,2.09829566817651,200434.22241132,771923.007658,249.0,66689.0,54919.0,51.94317506,11209825.0,7.61666666667,2
2013-12-13,853955.0,7165449.73387,908350862.437,20457.0,0.177979242774566,4409921.93220988,9030.87325801,67.0649360090316,4.36749028916,114780.0,685149.223496,347.161849710983,113263.0,60059.0,15.1294396,12122475.0,7.43333333333,2
2013-03-07,134908.0,5310771.9,4367876.0008422,338.0,0.197359352896,159240.9,33.0035006440194,2.45689048662,1.55697065586,237962.0,1659536.98910145,364.0,48391.0,64814.0,55.6880887,10871675.0,9.33333333333333,2
2012-02-22,2108.0,681747.658978,1376302.26789,37918.0,0.0195836352201258,38594.8260184052,11.4939479472,5.14940974228221,6.70532457547,125333.0,810128.36467,45.2452830188679,13080.0,7194.0,3.413929,8407200.0,12.05,3
2018-01-08,21843667.0,1742246003.55,1931136454490.0,50055.0,1.05064833735,41050023.0267,15935554.0981,122.310547621,1.04746477410703,267166.4271006,2520926.89168,2082.36144578,895997.0,345672.0,694.5264055,16790637.5,14.3,3
2015-09-27,4345824.0,16033418.7104,59335351233.9,57125.0,0.524385517986,836290.0,409991.106868,6.38950223479,2.63210837100111,167177.86346634,1369699.08722,874.0,256084.0,130885.0,25.99373327,14663600.0,7.58333333333,3
2014-05-24,1647891.0,11020114.3446,10455720138.5,23965.0,0.192923597402597,2351556.70291129,78483.2567557,38.9375706275775,3.44085198857,109973.0,808996.965601,343.324675324675,159903.0,52872.0,11.23540029,12814775.0,7.35,3
2013-08-03,375222.0,542437.000041,37392766.1365,9966.0,0.125401735294118,457379.853148955,317.85556725,9.80113686943289,4.59023105264,93830.0,501888.051747,269.094117647059,46413.0,45746.0,26.43529564,11500750.0,6.73333333333,2
2016-02-21,6130000.0,45001750.1744,163491654909.0,86305.0,0.840188849206,1386597.3,1024028.99521,6.62568713087,0.919702423331756,352156.27800941,4198706.24107,1399.0,442857.0,209276.0,40.65663231,15236825.0,7.9,2
2017-03-22,12728925.0,12365630.34,475705205061.0,82354.0,0.982302838509,2248010.7,3807236.87525589,7.25852960623,0.61549792262,370726.222676,5240108.86225002,1992.00621118,572753.0,320713.0,269.31219918,16231050.0,13.3,3
2012-07-12,12591.0,748966.056105,1751454.53534,1923.0,0.0713379666666666,78642.5914367299,14.0175096285,2.45950246870148,2.54049762678,317339.0,2448766.94967,162.02,27087.0,24303.0,13.53006867,9445700.0,15.7,3
2020-05-20,49203381.0,228306109.2126,15213703057048.3,94486.0,1.32785014782609,8810740.96343472,86971887.3185643,31.4627744313599,0.518619447063363,176517.37570305,1085395.61863261,2435.10434782609,604523.0,280037.0,192.28599464,18381843.75,16.65,3
2012-09-24,25986.0,311960.865388,2864140.50781,1486.0,0.064660705976,91314.61503,21.2142023382,3.84078296656,2.97465792082346,369204.74882906,2934062.34056,139.0,31768.0,23775.0,17.18850981,10017100.0,13.0583333333,2
2015-02-12,2937837.0,4783505.35051,44455415962.3,41316.0,0.421358243697479,700112.57856552,309384.699958,7.6838344791255,1.48346467896,236945.0,1009747.50518,734.680672268908,256202.0,87427.0,12.55298681,13832850.0,7.75,3
2015-07-19,3826491.0,2590637.8598,51076366303.4819,53833.0,0.482804768615,1011196.84,363079.851512638,8.99321273568,1.99793221527,181888.0,741667.319249315,693.0,216715.0,112440.0,34.33022074,14399175.0,8.01666666666667,2
2015-11-23,4945865.0,13615387.4073,65848255179.7,61302.0,0.552857575,1306072.25,523733.52314,9.15270185987,1.49002083120252,305536.36381915,1278362.90375,1175.0,280821.0,142698.0,25.51151834,14874925.0,7.03333333333,3
2021-02-06,66670038.0,464369301.493,21384451039675.535,119299.0,1.2862396477987417,45346981.332109064,169021265.50315762,133.3268101226602,0.9905940504894003,115157.58511746002,2156848.977352035,2099.9119496855346,795079.0,333886.0,118.30299222999993,18621406.25,11.366666666666667,2
2015-10-08,4449533.0,5776768.1073,60813224039.4403,71113.0,0.583549917293,819523.44,414156.721674529,6.85851067035,1.11020470503,301566.0,2024493.03942354,896.0,211096.0,119490.0,23.5205094,14703900.0,9.01666666666667,2
2012-06-26,10600.0,228544.039315,1726566.55919,936.0,0.0783812146128,53211.39935,13.9041504489,1.73689121785,2.42121259782592,374614.07267228,1327378.71729,156.0,29665.0,30636.0,17.42605631,9325750.0,17.4833333333,2
2014-12-19,2675488.0,4201699.02725,39457671307.1,43358.0,0.37542816595,1152000.9,276564.658629,12.5911370269,2.05879192827575,201151.11277847,755847.598832,418.0,189380.0,91493.0,12.89936506,13625025.0,10.7,2
2015-09-26,4339229.0,5305732.8734,59335351233.8666,67442.0,0.426253826389,842917.0,448335.598877451,7.85892630715,2.35111670492,153969.0,1031722.86317707,1087.0,251247.0,107256.0,20.98693709,14655925.0,7.58333333333333,2
2017-12-05,19746602.0,1369623771.249,1347001430558.0,82967.0,1.05865853371,28080616.4,11918845.1662072,71.5758474159,1.08847802919,224596.150628,3015982.76508624,2279.26404494,891235.0,405709.0,219.679754,16722625.0,13.0,1
2013-05-02,251776.0,24562503.6727,10076292.8834,8913.0,0.196927119402985,409938.7621563,73.631599707,7.22079127309765,0.99856336095,372936.0,912306.813074,413.649253731343,65415.0,55429.0,52.5540039,11109275.0,7.86666666667,1
2021-04-30,72243107.0,579652972.723,23581981443664.0,84762.0,1.3887697586206893,59389761.303177826,169978665.11499172,202.69750646995644,0.7388084415341507,144912.82441732002,2291090.288178675,1995.7862068965517,738101.0,289389.0,143.19592537000008,18695525.0,11.35,2
2016-05-08,7143125.0,922396.0998,178659257772.0,63976.0,0.584654595092,1881265.30804,1447635.57973513,10.138203447,2.59604106162,158286.44614,1623830.8794879,1138.41717791,349946.0,185562.0,34.18113678,15522500.0,6.86666666666667,2
2019-01-23,32594221.0,209940367.5135,5883988430955.0,59887.0,1.02611137671,6683461.5332,42704219.1044576,22.4374361156,1.2401601402,151170.075614,1177961.56777741,2010.23287671,482794.0,293494.0,22.67278096,17497687.5,7.01666666666667,3
2012-09-27,26842.0,323116.947437,2864140.50781,2846.0,0.0791642956617,102750.108,23.3498602917,3.43668834036,3.39733870283323,334772.81756026,2301007.67378,233.0,35047.0,29898.0,57.9866703,10041050.0,13.4833333333,2
2016-09-16,8738021.0,12836700.34,225832872179.0,59508.0,0.774627057553957,1121897.37515543,1571669.81,5.17704805199407,0.96,187558.46,1901247.27,1518.90647482014,377920.0,211128.0,63.99372021,15876800.0,8.09,3
2019-04-14,35463346.0,106569784.6862,6393023717202.0,51106.0,1.19626638525,8025830.56805,38771469.7931489,23.8134010861,1.45811361489,108749.936068,1007059.31402494,2762.54098361,430064.0,337030.0,57.42373876,17645650.0,9.85416666666667,2
2013-05-26,286595.0,2246642.66472,12153411.7098,8961.0,0.133395368098159,548644.813471673,103.913692158,13.3953028339195,4.78672439882,90814.0,504337.019136,249.828220858896,59395.0,40722.0,31.5289397,11198625.0,9.46666666667,2
2017-08-04,15754533.0,22268580.3,860221984436.0,56590.0,0.924147648045,6553817.39554,7654374.1549891,28.6538187643,0.564682690585,416334.921436,2329716.15325997,1317.27374302,467900.0,235792.0,113.47123621,16487187.5,6.6,1
2012-11-23,43761.0,273890.923938,3368767.14053,5098.0,0.0807445137589,100800.5176,27.1288963058,3.45574128698,4.85575127813544,199335.46326773,1143992.61165,236.0,27215.0,29169.0,22.73202401,10459500.0,15.6,2
2015-05-30,3495018.0,862849.440218,48807487244.7,50155.0,0.343095999997,855431.6,356656.302579,8.90731280652,1.9782754527004,190481.62282286,782197.707911,772.0,266265.0,96037.0,13.638817,14220975.0,9.31666666667,3
2013-06-08,305653.0,7339966.95,15605632.6812859,8782.0,0.124418801176,414659.06495,130.327714999051,8.9681221738,1.83084892033,230003.0,399038.355749357,279.0,47541.0,46237.0,36.50155661,11265275.0,6.7,3
2014-10-11,2331810.0,3761063.58338,35002482026.1,29753.0,0.267446169982,1353884.13,257517.457245,21.1723036625,2.8630949001539,159363.41821938,462113.008886,536.0,206084.0,63946.0,11.06974068,13375725.0,8.15,2
2014-08-24,2081034.0,2916764.29378,23844670038.8,21318.0,0.273807127084,1694749.56,158833.546899,25.5191091837,7.85730796093537,58670.45101744,837227.984516,371.0,148320.0,66411.0,14.33068278,13186125.0,6.96666666667,2
2020-07-14,51264652.0,78223034.3433,17345948872516.0,124185.0,1.2590924375,9003009.80517444,124167138.542574,24.6135187073322,0.722884167598811,135077.87873092,910587.514779727,2498.9375,734433.0,359847.0,62.95443097,18433018.75,11.975,2
