Date,Bitcoin_my_wallet_num_users,Volume,Difficulty,wallet_num_transaction,Bitcoin_Avg_Block_Size,Miners_Revenue,Hash_Rate,Bitcoin_Cost_Transaction,Bitcoin_Cost_percentage_of_Transaction_Volume,Estimated_Transaction_Volume,Total_Output_Volume,num_transaction_per_Block,num_of_unique_addresses,num_of_transaction,Total_transaction_fees,Total_Bitcoins,Median_transaction_confirmation_time,Bitcoin_my_wallet_num_users_2,Volume_2,Difficulty_2,wallet_num_transaction_2,Bitcoin_Avg_Block_Size_2,Miners_Revenue_2,Hash_Rate_2,Bitcoin_Cost_Transaction_2,Bitcoin_Cost_percentage_of_Transaction_Volume_2,Estimated_Transaction_Volume_2,Total_Output_Volume_2,num_transaction_per_Block_2,num_of_unique_addresses_2,num_of_transaction_2,Total_transaction_fees_2,Total_Bitcoins_2,Median_transaction_confirmation_time_2,Bitcoin_my_wallet_num_users_3,Volume_3,Difficulty_3,wallet_num_transaction_3,Bitcoin_Avg_Block_Size_3,Miners_Revenue_3,Hash_Rate_3,Bitcoin_Cost_Transaction_3,Bitcoin_Cost_percentage_of_Transaction_Volume_3,Estimated_Transaction_Volume_3,Total_Output_Volume_3,num_transaction_per_Block_3,num_of_unique_addresses_3,num_of_transaction_3,Total_transaction_fees_3,Total_Bitcoins_3,Median_transaction_confirmation_time_3,Bitcoin_my_wallet_num_users_4,Volume_4,Difficulty_4,wallet_num_transaction_4,Bitcoin_Avg_Block_Size_4,Miners_Revenue_4,Bitcoin_Cost_Transaction_4,Bitcoin_Cost_percentage_of_Transaction_Volume_4,Estimated_Transaction_Volume_4,num_transaction_per_Block_4,num_of_unique_addresses_4,num_of_transaction_4,Total_transaction_fees_4,Total_Bitcoins_4,Median_transaction_confirmation_time_4,Class
2018-08-29,28060207.0,511091113.8893,6727225469723.0,63593.0,0.907886179856,12423621.4581,46483294.6823347,52.3082231255,1.42681694087,123431.918452,901330.970696554,1708.69064748,509196.0,237508.0,23.64752291,17238837.5,9.31666666666667,787375216882849.0,2.612141266966054e+17,4.525556252048984e+25,4044069649.0,0.8242573155735211,154346370134162.78,4.6686101625163133e+30,2736.150206547093,2.035806582753625,15235438492.741179,6.599897284496969e+23,2919623.728785622,259280566416.0,56410050064.0,559.2053397789748,297177518351406.25,86.80027777777784,2.2093911572402636e+22,1.3350421897698879e+26,3.0444437283448086e+38,257174521188857.0,0.7483318254544055,1.9175408759786297e+21,1.0043630070590823e+23,143123.15550894826,2.904723320607536,1880539401616491.0,7.32239044154505e+17,4988733759.536676,1.3202462729676154e+17,1.3397838170600512e+16,13223.82108381764,5.122994947513161e+21,808.6892546296305,6.199597321613135e+29,6.823281998587022e+34,2.0480659390459644e+51,1.6354499325962983e+19,0.6794001222764672,2.3822801973591975e+28,7486517.952787699,4.1445084423829925,2.3211858606609957e+20,8524202717688.059,6.7226412121001785e+22,3.1820937482229866e+21,312710.6120373187,8.83144774135004e+28,7534.288222299393,2
2012-10-13,31837.0,158414.651127,3054627.52695,3006.0,0.102925074324324,112072.832278758,20.9547974016,2.89160514677635,5.0974374259,135676.0,2175251.88673,223.581081081081,30494.0,33090.0,21.04540427,10163650.0,11.4666666667,1013594569.0,25095201691.689117,9330749328400.672,9036036.0,0.01059357092466762,12560319734.98262,192811.91369608426,8.361380324863477,25.983868310966017,18407976976.0,2.2389181452086014e+25,49988.49981738492,929884036.0,1094948100.0,442.9090408877342,103299781322500.0,131.48444444520888,32269810293253.0,3975447620950631.5,2.8501963745602916e+19,27162324216.0,0.0010903440747814127,1407670607026281.2,9201.325596274299,24.17781038152974,132.4511427979752,2497520684195776.0,1.0292684533993484e+19,11176482.830792341,28355883793784.0,36231832629000.0,9321.199820320326,1.0499028224384272e+21,1507.6882963094447,1.0273739503062958e+18,6.297691479465565e+20,8.70628830294496e+25,81649946593296.0,0.00011222374493596317,1.577616318449939e+20,69.91268093701406,675.161412401624,3.388536163489461e+20,2498850113.9926925,8.646843204076493e+17,1.19891134169361e+18,196168.41850009258,1.067084482127632e+28,17288.159131065222,1
2020-08-12,52507724.0,249861736.7918,16947802333947.0,117167.0,1.30025353503185,12684820.6087768,132269332.313077,36.6184685809293,0.781789195435027,141475.93979464,976274.057328136,2206.40127388535,733894.0,346405.0,125.0328247,18458868.75,10.1666666666667,2757061079660176.0,6.243088751261474e+16,2.872280039505394e+26,13728105889.0,1.6906592553628226,160904673876848.62,3.060811927375177e+32,1340.9122412125066,0.6111943460989469,20015441540.7766,9.084206450615328e+23,4868206.581402894,538600403236.0,119996424025.0,15633.207252460932,340729835529726.56,103.36111111111178,1.4476700222193854e+23,1.5599089983355416e+25,4.8678834357278894e+39,1608480982696463.0,2.1982856733198255,2.0410469232415594e+21,2.3140752840048663e+24,49102.15277462367,0.4778251360911331,2831703402386046.5,9.304975772353265e+17,10741217202.74439,3.9527560433248096e+17,4.156736126438013e+16,1954664.0618957165,6.289487313252309e+21,1050.8379629629733,7.601385796976935e+30,3.8976157156127545e+33,8.249992625341107e+52,1.8846089129959647e+20,2.8583287177439733,2.5890314075415014e+28,1798045.6386335474,0.37355852870331924,4.006179000722456e+20,23699435319214.457,2.900903943659818e+23,1.4399141778787597e+22,244397168.99839708,1.1609682082011451e+29,10683.519290123597,1
2015-07-08,3723311.0,3839394.28406,49402014931.2,47254.0,0.667957955512,945214.56,338898.672582,5.04916913281,1.6088517213158,275319.28683318,1298475.19061,861.0,278945.0,187202.0,42.4508178,14364475.0,11.0,13863044802721.0,14740948468472.6,2.440559079262507e+21,2232940516.0,0.44616783033177093,893430564435.9937,1.3191053176157613e+22,25.49410893172129,2.5884038611808124,75800709702.33084,2.8427235325936663e+24,741321.0,77810313025.0,35044588804.0,1802.071931888797,206338142025625.0,121.0,5.161642720746393e+19,5.659631329147671e+19,1.205685360742021e+32,105515371143064.0,0.2980213517636346,8.444835778539195e+17,3.8923295496136536e+16,128.72406788654285,4.164358007521213,2.0869397336694636e+16,2.189278280517787e+18,638277381.0,2.1704797766758624e+16,6560417113286408.0,76499.42724310534,2.9639390826735395e+21,1331.0,1.9218401120224973e+26,2.1729556175016468e+26,5.956328619370658e+42,4.986023347994346e+18,0.19906573282295995,7.982181734684183e+23,649.9495902224713,6.69983454857574,5.745747591377033e+21,549556825041.0,6.054444813048485e+21,1.228123204441442e+21,3247463.2477014214,4.257542885458699e+28,14641.0,1
2021-03-20,69946135.0,512236900.775,21865558044611.0,95288.0,1.3352810064935066,61522483.4952451,167389189.0439892,214.40290050896016,1.8207795741364163,57434.79735384006,1141108.221543033,1863.2987012987012,742019.0,286948.0,83.66084497999998,18659612.5,9.758333333333333,4892461801438225.0,2.6238664251557718e+17,4.781026286022528e+26,9079802944.0,1.782975366302312,3785015975422705.5,7.850722404559494e+32,45968.60374665507,3.3152382575923895,3298755947.0766735,1.69553725878032e+24,3471882.0502614263,550592196361.0,82339154704.0,6999.136982767588,348181138650156.25,95.22506944444443,3.4220879364574125e+23,1.3440412056693711e+26,1.0453980776983654e+40,865196262927872.0,2.38077314166928,2.3286358287718244e+23,4.690101224217267e+24,9855801.9756299,6.036318102819826,189463379340123.5,1.485868935803105e+18,6469153315.314387,4.085498709515928e+17,2.362705576400339e+16,585553.714109104,6.496925127020688e+21,929.2379693287035,2.3936182478532164e+31,6.884675017059729e+34,2.285821234763837e+53,8.244282150187106e+19,3.1790011568408634,1.4326345934205095e+31,2113112530.4169903,10.990804704604223,1.088179079837372e+19,12053964970927.486,3.0315176669362995e+23,6.779736397369245e+21,48987918.50354497,1.2123010531171932e+29,9067.813850699265,1
2014-03-30,1448143.0,9899400.51464,5006860589.21,21600.0,0.20215631099,1924427.0,41813.9215011,30.4999841511,3.82715671488489,107435.50912975,729762.05369,333.0,137342.0,63096.0,11.95022358,12585825.0,7.7,2097118148449.0,97998130549254.69,2.506865295978431e+19,466560000.0,0.0408671740730856,3703419278329.0,3.0569166566666255e+18,930.2490332173513,14.647128520288502,11542388621.968596,2.8361233035377606e+23,110889.0,18862824964.0,3981105216.0,142.807843611988,158402990930625.0,59.290000000000006,3.0369269668493804e+18,9.701227439930497e+20,1.2551525052892668e+29,10077696000000.0,0.008261557151201157,7.126960051536843e+18,73107628916991.38,28372.580769705313,56.05685627020412,1240062398174629.5,3.886367192151285e+17,36926037.0,2590658106205688.0,251191814708736.0,1706.5856601409314,1.9936323233294333e+21,456.5330000000001,4.397904528554162e+24,9.603633591148765e+27,6.284373612181026e+38,2.176782336e+17,0.0016701259167198796,1.371531435109889e+25,865363.2638018167,214.53837388984886,1.3322673510055012e+20,12296370321.0,3.558061656225016e+20,1.5849198740862407e+19,20394.08019710602,2.5091507535767667e+28,3515.3041000000003,1
2018-08-26,27986176.0,282579594.6204,6727225469723.0,45369.0,0.56971550289,14616492.4672,57853309.2089489,84.6121348981,3.8522263793,56858.1072439,515508.311929805,998.537572254,368937.0,172747.0,27.80300602,17232875.0,4.36666666666667,783226047102976.0,7.98512272958296e+16,4.525556252048984e+25,2058346161.0,0.32457575423320556,213641852043714.34,1.1202445056766345e+31,7159.213372014271,14.839648077374786,3232844359.3588333,7.062243515531632e+22,997077.2832029123,136114509969.0,29841526009.0,773.0071437481563,296971980765625.0,19.067777777777806,2.1919502002008176e+22,2.2564327439196947e+25,3.0444437283448086e+38,93385106978409.0,0.18491583904887174,3.122694521075608e+21,1.9363533754493547e+23,605756.3275971528,57.165683783191675,183813411287261.72,1.3699572542475851e+17,995619129.71905,5.021767896443295e+16,5155034093476723.0,21491.922271132997,5.11768102303642e+21,83.26262962962981,6.134430408605532e+29,6.376218500650243e+33,2.0480659390459644e+51,4.236788918503438e+18,0.10534942023605424,4.564284094466833e+28,51254336.10602795,220.2151550603332,1.0451282651838226e+19,994163108679.3005,1.8527159824101e+22,8.905166745458235e+20,597540.0442856828,8.819235735985874e+28,363.5801493827171,1
2016-06-21,7692841.0,149642818.36,206307449112.0,73034.0,0.914910006711409,2775119.94524628,1551383.97,10.2816873288637,0.81,467412.09,2849547.25,1665.53020134228,468641.0,248164.0,76.28917579,15683900.0,8.59,59179802651281.0,2.2392973086723956e+16,4.256276355910047e+22,5333965156.0,0.8370603203806705,7701290710503.717,5.792648801674976e+24,105.71309432851638,0.6561000000000001,218474061878.16812,6.593309317339224e+25,2773990.8515832555,219624386881.0,61585370896.0,5820.038342717522,245984719210000.0,73.7881,4.552608122076832e+20,3.350947604157002e+24,8.781015177035209e+33,389560811203304.0,0.7658348633373334,2.137200545485876e+19,3.7338588729100867e+18,1086.90898245248,0.5314410000000002,1.0211741787326389e+17,2.3138094366883103e+19,4620165541.559102,1.0292499229229872e+17,1.5283271983034944e+16,444005.9282321173,3.857999737617719e+21,633.839779,3.502249041844566e+27,5.014452436627435e+32,1.811588841787891e+45,2.8451184285422105e+19,0.7006699799557906,5.930987860769084e+25,11175.2583125098,0.4304672100000001,4.773091571354563e+22,7695025244667.596,4.823487131285516e+22,3.792757908397884e+21,33872846.31070212,6.050848208482254e+28,5444.68370161,2
2017-11-07,18484924.0,533993339.48,1452839779140.0,87384.0,1.02638008333333,15916555.6435329,11266484.9154,47.4220752348761,0.871607661323,257469.893112,3523838.11587,2151.51282051282,714349.0,335636.0,294.12731396,16669275.0,12.0166666667,341692415285776.0,2.8514888660900256e+17,2.110743423851564e+24,7635963456.0,1.0534560754633335,253336743553679.0,1.6112159714660524e+28,2248.8532195822486,0.7596999152769496,66290745859.1047,1.5419269363964047e+26,4629007.41683103,510294493801.0,112651524496.0,86510.8768173244,277864729025625.0,144.4002777785789,6.316158327934008e+21,1.5226760620934514e+26,3.066572009729714e+36,667261030639104.0,1.081246334522059,4.0322483753235566e+21,1.43009641744046e+21,106645.28657122272,0.6621602664618232,1.7067871250658442e+16,4.375703098993577e+19,9959368803.56089,3.6452836135225056e+17,3.780990707573946e+16,25445211.826604057,4.631803580928625e+21,1735.2100046440698,1.1675370666382721e+29,8.1309887534353795e+34,4.455237801332623e+48,5.830793790136746e+19,1.1097697029306088,6.417950563438253e+28,5057340.8032254465,0.5771439612718043,4.394462986556407e+21,21427709665076.68,2.6040047040361883e+23,1.2690365971272888e+22,7484131807.702276,7.720880763648401e+28,20851.44022253075,1
2012-04-10,4294.0,211884.238374,1626553.48133,78.0,0.0253378639455782,47035.8564852886,11.5624669337,4.553325894026,5.13515652511,139353.0,1113398.83357,57.6054421768707,13537.0,8468.0,6.99130937,8763150.0,9.16666666667,18438436.0,44894930471.330055,2645676227626.743,6084.0,0.0006420073493246317,2212371795.3046656,17873.187649522813,20.732776697207672,26.36983253737981,19419258609.0,1.536749384910352e+24,3318.386968392794,183250369.0,71707024.0,48.87840670704979,76792797922500.0,84.02777777783889,79174644184.0,9512528149771454.0,4.3033338785183007e+18,474552.0,1.6267094869248815e-05,104060802256050.53,1545.7936227631121,94.40308899045455,135.41321762038393,2706131944939977.0,1.380232616180243e+18,191157.14862823236,2480660245153.0,607215079232.0,341.724062801668,6.729468071145559e+20,770.2546296304699,339975922126096.0,2.01555478202556e+21,6.999602701429274e+24,37015056.0,4.121734365868397e-07,4.894588960659588e+18,429.84802957627744,695.368068049455,3.771076049232206e+20,11011692.071999118,3.358069773863616e+16,5141897290936576.0,2389.09864221977,5.89713381276592e+27,7060.667438281876,1
