Date,Bitcoin_my_wallet_num_users,Volume,Difficulty,wallet_num_transaction,Bitcoin_Avg_Block_Size,Miners_Revenue,Hash_Rate,Bitcoin_Cost_Transaction,Bitcoin_Cost_percentage_of_Transaction_Volume,Estimated_Transaction_Volume,Total_Output_Volume,num_transaction_per_Block,num_of_unique_addresses,num_of_transaction,Total_transaction_fees,Total_Bitcoins,Median_transaction_confirmation_time,Bitcoin_my_wallet_num_users_2,Volume_2,Difficulty_2,wallet_num_transaction_2,Bitcoin_Avg_Block_Size_2,Miners_Revenue_2,Hash_Rate_2,Bitcoin_Cost_Transaction_2,Bitcoin_Cost_percentage_of_Transaction_Volume_2,Estimated_Transaction_Volume_2,Total_Output_Volume_2,num_transaction_per_Block_2,num_of_unique_addresses_2,num_of_transaction_2,Total_transaction_fees_2,Total_Bitcoins_2,Median_transaction_confirmation_time_2,Bitcoin_my_wallet_num_users_3,Volume_3,Difficulty_3,wallet_num_transaction_3,Bitcoin_Avg_Block_Size_3,Miners_Revenue_3,Hash_Rate_3,Bitcoin_Cost_Transaction_3,Bitcoin_Cost_percentage_of_Transaction_Volume_3,Estimated_Transaction_Volume_3,Total_Output_Volume_3,num_transaction_per_Block_3,num_of_unique_addresses_3,num_of_transaction_3,Total_transaction_fees_3,Total_Bitcoins_3,Median_transaction_confirmation_time_3,Class
2013-09-28,450981.0,658253.627127,148819199.805,10518.0,0.110355433964,540453.9,1242.83754813,12.9477947342,3.92368678512462,132613.90321462,560375.158304,307.0,54587.0,41741.0,19.75447388,11769550.0,7.21666666667,203383862361.0,433297837625.85156,2.2147154230600516e+16,110628324.0,0.012178321805382763,292090418025.21,1544645.17104179,167.64538847897725,15.395317987761576,17586447325.816597,314020318044.2331,94249.0,2979740569.0,1742311081.0,390.2392382756022,138522307202500.0,52.08027777782589,9.172225763142614e+16,2.852198732435027e+17,3.2959217705558895e+24,1163588711832.0,0.0013439439877862586,1.5786140557435507e+17,1919743017.1084225,2170.638078161015,60.40640574137145,2332207423554854.5,1.7596918543470957e+17,28934443.0,162655098440003.0,72725806832021.0,7708.970839466479,1.630345220735184e+21,375.84600463015045,2
2019-03-03,33888556.0,120293269.5584,6071846049921.0,53423.0,1.00358038356,7016670.61795,44067633.2265115,19.8388687552,2.69400316795,68527.7428291,1447172.47836288,2422.48630137,420093.0,353683.0,21.38429981,17569350.0,7.41666666666667,1148434227765136.0,1.4470470701049886e+16,3.6867314453941253e+25,2854016929.0,1.0071735862664366,49233666560802.836,1941956298186340.5,393.5807134860508,7.257653068924636,4696051537.251266,2094308182130.9602,5868439.8803253025,176478128649.0,125091664489.0,457.2882783639661,308682059422500.0,55.006944444444485,3.891877763993557e+22,1.7407002326783235e+24,2.238526576383586e+38,152470146397967.0,1.010779654016771,3.4545642157113265e+20,8.557741789038966e+22,7808.196119427736,19.55214035956501,321809812056954.44,3.0308251623901194e+18,14216215220.501448,7.413722649854435e+16,4.4242795171462984e+16,9778.789644133789,5.423343140714701e+21,407.96817129629676,1
2016-10-10,9126826.0,13372142.53,258522748404.0,52990.0,0.858421758064516,994860.923783746,1606404.44,4.46133977194096,0.68,237992.23,2601110.01,1798.35483870968,421619.0,222996.0,67.8353189,15922112.5,7.16,83298952834276.0,178814195842634.78,6.683401144235788e+22,2807940100.0,0.7368879147185745,989748257671.8484,2580535224851.7134,19.903552560702217,0.4624000000000001,56640301540.3729,6765773284122.199,3234080.125910519,177762581161.0,49727216016.0,4601.630490264698,253513666462656.25,51.2656,7.602550485006439e+20,2.3911289131950455e+21,1.7278112324942744e+34,148792745899000.0,0.6325606192492139,9.846618659407681e+17,4.1453832427781903e+18,88.79651064197813,0.3144320000000001,1.3479951671465782e+16,1.7598520614720825e+19,5816023643.205994,7.494808170651966e+16,1.1088970262703936e+16,312153.07176706917,4.0364731177058896e+21,367.061696,2
2017-04-09,13044154.0,3218963.1595,499635929816.0,58359.0,0.925461893082,2532236.55,3949088.84926085,11.0208677494,1.1838784207,182076.111248,1512371.72667518,1498.65408805,489532.0,238286.0,168.05979031,16264862.5,7.6,170149953575716.0,10361723822218.223,2.4963606236309888e+23,3405772881.0,0.8564797155469192,6412221945155.901,15595302739356.383,121.45952594976504,1.401568114999126,33151710287.194073,2287268239646.4653,2245964.075628977,239641579024.0,56780217796.0,28244.093119041172,264545752143906.25,57.76,2.21946219753449e+21,3.3354007252633985e+19,1.2472714613439188e+35,198757499562279.0,0.7926393389363846,1.6237262776235868e+19,6.158723614883948e+19,1338.589372397178,1.659286246488641,6036134490312614.0,3.459199816963424e+18,3365923243.5548053,1.1731222146277677e+17,1.3529930977737656e+16,4746696.367082174,4.302800283579715e+21,438.97599999999994,1
2013-02-27,127323.0,3268705.11969,3651011.63069,13189.0,0.158891622086,145256.04336,31.0352641116,2.38151990163,1.8535148525753,287699.19385652,1331847.07523,373.0,43778.0,60993.0,61.69368024,10840550.0,6.23333333333,16211146329.0,10684433159487.617,13329885927433.652,173949721.0,0.02524654756912024,21099318132.602203,963.1876184767669,5.671637041859764,3.435517308717236,82770826145.69147,1773816631798.7056,139129.0,1916513284.0,3720146049.0,3806.110181555366,117517524302500.0,38.85444444440289,2064051784047267.0,3.4924261369402778e+19,4.866756855683122e+19,2294222870269.0,0.0040114648953288755,3064803469535700.0,29892.78212844948,13.50711649001093,6.367782357986919,2.3813099956953604e+16,2.362452493055436e+18,51895117.0,83901118546952.0,226902867966657.0,234812.9444990851,1.2739545980774664e+21,242.19270370331515,1
2020-07-16,51353381.0,83393685.6643,17345948872516.0,124741.0,1.27677246323529,8476261.34494985,117268964.179098,24.5085610915453,0.669008509208198,138881.66240032,984626.116643764,2543.00735294118,709099.0,345849.0,78.15856789,18434768.75,12.0666666666667,2637169740131161.0,6954506808676074.0,3.008819422879391e+26,15560317081.0,1.6301479228759097,71847006387891.05,1.3752009959638568e+16,600.6695667780082,0.44757238539297556,19288116151.076458,969488589576.9791,6466886.397112909,502821391801.0,119611530801.0,6108.761734615739,339840698865976.56,145.60444444444525,1.354275824266265e+23,5.799619547529666e+23,5.219082787589901e+39,1941009513001021.0,2.0813279789281665,6.08994002996046e+20,1.6126839633474542e+24,14721.546773210863,0.29942973431451164,2678765635631960.0,9.545837850856209e+17,16445339658.493423,3.565501461046973e+17,4.136752831599505e+16,477452.0687587984,6.264884695432665e+21,1756.9602962963108,2
2013-05-14,271342.0,19896442.9489,11187257.4614,6899.0,0.201917383116883,490866.124125639,81.7498729686,6.97818011921071,1.29512526771,287540.0,825250.573498,431.623376623377,70212.0,66470.0,57.38806322,11154125.0,8.75,73626480964.0,395868442018832.5,125154729507649.98,47596201.0,0.04077062960477011,240949551814.1272,6683.041730382237,48.694997776147595,1.6773494590608993,82679251600.0,681038509058.778,186298.73924776554,4929724944.0,4418260900.0,3293.389800142717,124414504515625.0,76.5625,1.997795659773369e+16,7.876373871897628e+21,1.400138181513956e+21,328366190699.0,0.008232298837822899,1.1827397260881045e+17,546337.8125026006,339.8024653865229,2.172377667209471,2.3773592005064e+16,5.620274201749794e+17,80410890.8947986,346125847768128.0,293681802023000.0,189001.2620586934,1.3877349351803456e+21,669.921875,2
2016-11-22,10049437.0,2958595.5438,281800917193.0,83961.0,0.95,1264052.4,1877125.54312249,4.65,0.59,298362.35,1711822.46950459,2131.6,515387.0,285635.0,101.52,16001587.5,18.625,100991184016969.0,8753287591793.219,7.941175693081605e+22,7049449521.0,0.9025,1597828469945.7598,3523600304642.903,21.622500000000002,0.34809999999999997,89020091897.52249,2930336167100.7925,4543718.56,265623759769.0,81587353225.0,10306.310399999998,256050802520156.25,346.890625,1.0149045413339369e+21,2.5897437662679253e+19,2.2378305939011537e+34,591878831232681.0,0.8573749999999999,2.0197389122232653e+18,6.61424013559938e+18,100.54462500000002,0.20537899999999998,2.656024381576077e+16,5.016215294045093e+18,9685390482.495998,1.368990326760656e+17,2.3304203638422876e+16,1046296.6318079998,4.097219320971501e+21,6460.837890625,1
2012-06-28,10826.0,244448.440449,1726566.55919348,1040.0,0.0640145233699,46707.282,11.5867920407863,2.0908403241,4.73505587834,148066.0,3474911.56490419,138.0,25246.0,22339.0,11.58999775,9339500.0,14.1666666666667,117202276.0,59755040037.948296,2981032083325.213,1081600.0,0.004097859202275474,2181570191.8275237,134.25374979642874,4.371613260882594,22.420754171002187,21923540356.0,12075010383904.887,19044.0,637360516.0,499030921.0,134.32804784500507,87226260250000.0,200.6944444444454,1268831839976.0,1.4607026346244014e+16,5.146950306952185e+18,1124864000.0,0.0002623225036706231,101895214152482.25,1555.5702795869759,9.14034528722362,106.16352383421997,3246130926351496.0,4.195959322936928e+19,2628072.0,16090803586936.0,11147851744219.0,1556.8617722855013,8.14649657604875e+20,2843.1712962963165,1
2012-10-31,36986.0,362027.444785,3304356.39299,3717.0,0.0916293216783217,113345.500422664,22.1751603785,3.15505916277422,2.46878071952,274305.0,2890562.39345,191.916083916084,23811.0,27444.0,22.71724606,10300950.0,16.1166666667,1367964196.0,131063870777.55623,10918771171893.885,13816089.0,0.008395932591229355,12847202466.064125,491.73773781219626,9.954398320605561,6.09487824107369,75243233025.0,8355350950427.392,36831.7832656854,566963721.0,753173136.0,516.0732685505856,106109570902500.0,259.74694444551886,50595523753256.0,4.744871824123011e+16,3.6079511325442474e+19,51354402813.0,0.0007693136081912597,1456172592547321.2,10904.363200146236,31.406715631330883,15.046917889384698,2.0639595034922624e+16,2.4151663241382134e+19,7068611.607996298,13499973160731.0,20670083544384.0,11723.763426652113,1.0930293843881074e+21,4186.25492132227,2
